#,Date,DO_concentration ,"Temp, °F (LGR S/N: 20880670_21120534_duplicate_duplicate, SEN S/N: 20880670)"
16620,8/16/2022 11:45,-0.01,76.57
16621,8/16/2022 12:00,-0.01,76.6
16622,8/16/2022 12:15,-0.01,76.6
16623,8/16/2022 12:30,-0.01,76.6
16624,8/16/2022 12:45,-0.01,76.6
16625,8/16/2022 13:00,-0.01,76.6
16626,8/16/2022 13:15,-0.01,76.64
16627,8/16/2022 13:30,-0.01,76.64
16628,8/16/2022 13:45,-0.01,76.68
16629,8/16/2022 14:00,-0.01,76.68
16630,8/16/2022 14:15,-0.01,76.75
16631,8/16/2022 14:30,-0.01,76.82
16632,8/16/2022 14:45,-0.01,76.89
16633,8/16/2022 15:00,-0.01,77
16634,8/16/2022 15:15,-0.01,77.04
16635,8/16/2022 15:30,-0.01,77.07
16636,8/16/2022 15:45,-0.01,77.07
16637,8/16/2022 16:00,-0.01,77.14
16638,8/16/2022 16:15,-0.01,77.18
16639,8/16/2022 16:30,-0.01,77.22
16640,8/16/2022 16:45,-0.01,77.25
16641,8/16/2022 17:00,-0.01,77.29
16642,8/16/2022 17:15,-0.01,77.29
16643,8/16/2022 17:30,-0.01,77.32
16644,8/16/2022 17:45,-0.01,77.29
16645,8/16/2022 18:00,-0.01,77.29
16646,8/16/2022 18:15,-0.01,77.25
16647,8/16/2022 18:30,-0.01,77.25
16648,8/16/2022 18:45,-0.01,77.22
16649,8/16/2022 19:00,-0.01,77.18
16650,8/16/2022 19:15,-0.01,77.11
16651,8/16/2022 19:30,-0.01,77.04
16652,8/16/2022 19:45,-0.01,76.96
16653,8/16/2022 20:00,-0.01,76.89
16654,8/16/2022 20:15,-0.01,76.82
16655,8/16/2022 20:30,-0.01,76.75
16656,8/16/2022 20:45,-0.01,76.68
16657,8/16/2022 21:00,-0.01,76.64
16658,8/16/2022 21:15,-0.01,76.6
16659,8/16/2022 21:30,-0.01,76.57
16660,8/16/2022 21:45,-0.01,76.53
16661,8/16/2022 22:00,-0.01,76.5
16662,8/16/2022 22:15,-0.01,76.46
16663,8/16/2022 22:30,-0.01,76.42
16664,8/16/2022 22:45,-0.01,76.39
16665,8/16/2022 23:00,-0.01,76.35
16666,8/16/2022 23:15,-0.01,76.32
16667,8/16/2022 23:30,-0.01,76.24
16668,8/16/2022 23:45,-0.01,76.21
16669,8/17/2022 0:00,-0.01,76.17
16670,8/17/2022 0:15,-0.01,76.14
16671,8/17/2022 0:30,-0.01,76.1
16672,8/17/2022 0:45,-0.01,76.06
16673,8/17/2022 1:00,-0.01,76.03
16674,8/17/2022 1:15,-0.01,75.99
16675,8/17/2022 1:30,-0.01,75.96
16676,8/17/2022 1:45,-0.01,75.92
16677,8/17/2022 2:00,-0.01,75.88
16678,8/17/2022 2:15,-0.01,75.85
16679,8/17/2022 2:30,-0.01,75.81
16680,8/17/2022 2:45,-0.01,75.78
16681,8/17/2022 3:00,-0.01,75.74
16682,8/17/2022 3:15,-0.01,75.74
16683,8/17/2022 3:30,-0.01,75.67
16684,8/17/2022 3:45,-0.01,75.63
16685,8/17/2022 4:00,-0.01,75.6
16686,8/17/2022 4:15,-0.01,75.56
16687,8/17/2022 4:30,-0.01,75.52
16688,8/17/2022 4:45,-0.01,75.49
16689,8/17/2022 5:00,-0.01,75.45
16690,8/17/2022 5:15,-0.01,75.42
16691,8/17/2022 5:30,-0.02,75.34
16692,8/17/2022 5:45,-0.01,75.31
16693,8/17/2022 6:00,-0.01,75.27
16694,8/17/2022 6:15,-0.01,75.2
16695,8/17/2022 6:30,-0.01,75.16
16696,8/17/2022 6:45,-0.01,75.16
16697,8/17/2022 7:00,-0.01,75.13
16698,8/17/2022 7:15,-0.01,75.13
16699,8/17/2022 7:30,-0.01,75.13
16700,8/17/2022 7:45,-0.01,75.13
16701,8/17/2022 8:00,-0.01,75.13
16702,8/17/2022 8:15,-0.01,75.13
16703,8/17/2022 8:30,-0.01,75.13
16704,8/17/2022 8:45,-0.01,75.13
16705,8/17/2022 9:00,-0.01,75.16
16706,8/17/2022 9:15,-0.01,75.24
16707,8/17/2022 9:30,-0.01,75.27
16708,8/17/2022 9:45,-0.01,75.42
16709,8/17/2022 10:00,-0.01,75.56
16710,8/17/2022 10:15,-0.01,75.74
16711,8/17/2022 10:30,-0.01,75.96
16712,8/17/2022 10:45,-0.01,76.14
16713,8/17/2022 11:00,-0.01,76.35
16714,8/17/2022 11:15,-0.01,76.53
16715,8/17/2022 11:30,-0.01,76.68
16716,8/17/2022 11:45,-0.01,76.82
16717,8/17/2022 12:00,-0.01,77
16718,8/17/2022 12:15,-0.01,77.11
16719,8/17/2022 12:30,-0.01,77.22
16720,8/17/2022 12:45,-0.01,77.4
16721,8/17/2022 13:00,-0.01,77.5
16722,8/17/2022 13:15,0,77.54
16723,8/17/2022 13:30,0,77.58
16724,8/17/2022 13:45,0,77.65
16725,8/17/2022 14:00,0,77.72
16726,8/17/2022 14:15,0,77.72
16727,8/17/2022 14:30,0.01,77.72
16728,8/17/2022 14:45,0,77.79
16729,8/17/2022 15:00,0.02,77.79
16730,8/17/2022 15:15,0.02,77.83
16731,8/17/2022 15:30,0.05,77.86
16732,8/17/2022 15:45,0.06,77.9
16733,8/17/2022 16:00,0.06,77.97
16734,8/17/2022 16:15,0.08,77.94
16735,8/17/2022 16:30,0.13,77.9
16736,8/17/2022 16:45,0.14,77.9
16737,8/17/2022 17:00,0.13,77.86
16738,8/17/2022 17:15,0.13,77.79
16739,8/17/2022 17:30,0.14,77.72
16740,8/17/2022 17:45,0.15,77.65
16741,8/17/2022 18:00,0.14,77.54
16742,8/17/2022 18:15,0.13,77.47
16743,8/17/2022 18:30,0.14,77.4
16744,8/17/2022 18:45,0.14,77.36
16745,8/17/2022 19:00,0.12,77.29
16746,8/17/2022 19:15,0.08,77.22
16747,8/17/2022 19:30,0.08,77.11
16748,8/17/2022 19:45,0.08,77.04
16749,8/17/2022 20:00,0.09,76.96
16750,8/17/2022 20:15,0.08,76.89
16751,8/17/2022 20:30,0.08,76.78
16752,8/17/2022 20:45,0.06,76.71
16753,8/17/2022 21:00,0.06,76.64
16754,8/17/2022 21:15,0.03,76.6
16755,8/17/2022 21:30,0.04,76.53
16756,8/17/2022 21:45,0.02,76.46
16757,8/17/2022 22:00,0.03,76.42
16758,8/17/2022 22:15,0.03,76.35
16759,8/17/2022 22:30,0.01,76.32
16760,8/17/2022 22:45,0,76.24
16761,8/17/2022 23:00,0,76.17
16762,8/17/2022 23:15,-0.01,76.14
16763,8/17/2022 23:30,0,76.06
16764,8/17/2022 23:45,0,75.99
16765,8/18/2022 0:00,0,75.96
16766,8/18/2022 0:15,0,75.88
16767,8/18/2022 0:30,-0.01,75.81
16768,8/18/2022 0:45,-0.01,75.74
16769,8/18/2022 1:00,-0.01,75.67
16770,8/18/2022 1:15,0,75.63
16771,8/18/2022 1:30,0,75.56
16772,8/18/2022 1:45,0,75.49
16773,8/18/2022 2:00,0,75.42
16774,8/18/2022 2:15,0,75.34
16775,8/18/2022 2:30,0,75.31
16776,8/18/2022 2:45,0,75.24
16777,8/18/2022 3:00,0,75.16
16778,8/18/2022 3:15,0,75.09
16779,8/18/2022 3:30,0,75.02
16780,8/18/2022 3:45,-0.01,74.95
16781,8/18/2022 4:00,-0.01,74.91
16782,8/18/2022 4:15,-0.01,74.84
16783,8/18/2022 4:30,-0.01,74.77
16784,8/18/2022 4:45,-0.01,74.73
16785,8/18/2022 5:00,-0.01,74.66
16786,8/18/2022 5:15,-0.01,74.62
16787,8/18/2022 5:30,-0.01,74.59
16788,8/18/2022 5:45,-0.01,74.55
16789,8/18/2022 6:00,-0.01,74.48
16790,8/18/2022 6:15,-0.02,74.48
16791,8/18/2022 6:30,-0.02,74.41
16792,8/18/2022 6:45,-0.02,74.41
16793,8/18/2022 7:00,-0.02,74.37
16794,8/18/2022 7:15,-0.02,74.34
16795,8/18/2022 7:30,-0.02,74.3
16796,8/18/2022 7:45,-0.02,74.26
16797,8/18/2022 8:00,-0.02,74.26
16798,8/18/2022 8:15,-0.02,74.23
16799,8/18/2022 8:30,-0.02,74.23
16800,8/18/2022 8:45,-0.02,74.19
16801,8/18/2022 9:00,-0.02,74.19
16802,8/18/2022 9:15,-0.02,74.23
16803,8/18/2022 9:30,-0.02,74.3
16804,8/18/2022 9:45,-0.02,74.48
16805,8/18/2022 10:00,0,74.62
16806,8/18/2022 10:15,0,74.8
16807,8/18/2022 10:30,0,74.98
16808,8/18/2022 10:45,0.01,75.2
16809,8/18/2022 11:00,0.04,75.34
16810,8/18/2022 11:15,0.05,75.52
16811,8/18/2022 11:30,0.06,75.7
16812,8/18/2022 11:45,0.06,75.88
16813,8/18/2022 12:00,0.06,76.06
16814,8/18/2022 12:15,0.08,76.24
16815,8/18/2022 12:30,0.08,76.42
16816,8/18/2022 12:45,0.09,76.57
16817,8/18/2022 13:00,0.09,76.68
16818,8/18/2022 13:15,0.08,76.78
16819,8/18/2022 13:30,0.08,76.89
16820,8/18/2022 13:45,0.09,77
16821,8/18/2022 14:00,0.1,77.07
16822,8/18/2022 14:15,0.1,77.18
16823,8/18/2022 14:30,0.1,77.29
16824,8/18/2022 14:45,0.12,77.4
16825,8/18/2022 15:00,0.1,77.47
16826,8/18/2022 15:15,0.12,77.58
16827,8/18/2022 15:30,0.1,77.61
16828,8/18/2022 15:45,0.09,77.68
16829,8/18/2022 16:00,0.09,77.76
16830,8/18/2022 16:15,0.08,77.79
16831,8/18/2022 16:30,0.07,77.83
16832,8/18/2022 16:45,0.06,77.83
16833,8/18/2022 17:00,0.07,77.76
16834,8/18/2022 17:15,0.1,77.72
16835,8/18/2022 17:30,0.14,77.68
16836,8/18/2022 17:45,0.17,77.61
16837,8/18/2022 18:00,0.18,77.58
16838,8/18/2022 18:15,0.16,77.5
16839,8/18/2022 18:30,0.15,77.43
16840,8/18/2022 18:45,0.15,77.36
16841,8/18/2022 19:00,0.16,77.29
16842,8/18/2022 19:15,0.17,77.22
16843,8/18/2022 19:30,0.15,77.14
16844,8/18/2022 19:45,0.13,77.04
16845,8/18/2022 20:00,0.09,76.96
16846,8/18/2022 20:15,0.06,76.89
16847,8/18/2022 20:30,0.03,76.82
16848,8/18/2022 20:45,0.05,76.75
16849,8/18/2022 21:00,0.05,76.68
16850,8/18/2022 21:15,0.04,76.64
16851,8/18/2022 21:30,0.02,76.6
16852,8/18/2022 21:45,0,76.53
16853,8/18/2022 22:00,0,76.5
16854,8/18/2022 22:15,-0.01,76.46
16855,8/18/2022 22:30,-0.01,76.42
16856,8/18/2022 22:45,-0.01,76.39
16857,8/18/2022 23:00,-0.01,76.35
16858,8/18/2022 23:15,-0.01,76.32
16859,8/18/2022 23:30,-0.01,76.28
16860,8/18/2022 23:45,-0.02,76.24
16861,8/19/2022 0:00,-0.01,76.21
16862,8/19/2022 0:15,-0.01,76.17
16863,8/19/2022 0:30,-0.02,76.14
16864,8/19/2022 0:45,-0.01,76.1
16865,8/19/2022 1:00,-0.02,76.06
16866,8/19/2022 1:15,-0.01,76.03
16867,8/19/2022 1:30,-0.02,75.99
16868,8/19/2022 1:45,-0.01,75.96
16869,8/19/2022 2:00,-0.02,75.92
16870,8/19/2022 2:15,-0.01,75.88
16871,8/19/2022 2:30,-0.02,75.85
16872,8/19/2022 2:45,-0.02,75.81
16873,8/19/2022 3:00,-0.01,75.78
16874,8/19/2022 3:15,-0.01,75.74
16875,8/19/2022 3:30,-0.02,75.7
16876,8/19/2022 3:45,-0.01,75.67
16877,8/19/2022 4:00,-0.02,75.63
16878,8/19/2022 4:15,-0.02,75.6
16879,8/19/2022 4:30,-0.02,75.56
16880,8/19/2022 4:45,-0.02,75.52
16881,8/19/2022 5:00,-0.01,75.49
16882,8/19/2022 5:15,-0.02,75.45
16883,8/19/2022 5:30,-0.02,75.42
16884,8/19/2022 5:45,-0.02,75.38
16885,8/19/2022 6:00,-0.02,75.34
16886,8/19/2022 6:15,-0.01,75.34
16887,8/19/2022 6:30,-0.02,75.31
16888,8/19/2022 6:45,-0.02,75.27
16889,8/19/2022 7:00,-0.02,75.27
16890,8/19/2022 7:15,-0.02,75.24
16891,8/19/2022 7:30,-0.02,75.24
16892,8/19/2022 7:45,-0.02,75.24
16893,8/19/2022 8:00,-0.02,75.24
16894,8/19/2022 8:15,-0.02,75.24
16895,8/19/2022 8:30,-0.02,75.24
16896,8/19/2022 8:45,-0.02,75.27
16897,8/19/2022 9:00,-0.02,75.31
16898,8/19/2022 9:15,-0.02,75.38
16899,8/19/2022 9:30,-0.02,75.45
16900,8/19/2022 9:45,-0.02,75.56
16901,8/19/2022 10:00,-0.01,75.67
16902,8/19/2022 10:15,-0.02,75.78
16903,8/19/2022 10:30,-0.02,75.92
16904,8/19/2022 10:45,-0.02,76.06
16905,8/19/2022 11:00,-0.02,76.14
16906,8/19/2022 11:15,-0.02,76.21
16907,8/19/2022 11:30,-0.01,76.24
16908,8/19/2022 11:45,-0.02,76.28
16909,8/19/2022 12:00,-0.02,76.32
16910,8/19/2022 12:15,-0.01,76.35
16911,8/19/2022 12:30,-0.01,76.35
16912,8/19/2022 12:45,-0.01,76.35
16913,8/19/2022 13:00,-0.02,76.35
16914,8/19/2022 13:15,-0.01,76.35
16915,8/19/2022 13:30,-0.01,76.35
16916,8/19/2022 13:45,-0.01,76.39
16917,8/19/2022 14:00,-0.02,76.39
16918,8/19/2022 14:15,-0.02,76.46
16919,8/19/2022 14:30,-0.02,76.5
16920,8/19/2022 14:45,-0.02,76.5
16921,8/19/2022 15:00,-0.01,76.5
16922,8/19/2022 15:15,-0.01,76.5
16923,8/19/2022 15:30,-0.01,76.5
16924,8/19/2022 15:45,-0.01,76.5
16925,8/19/2022 16:00,-0.01,76.5
16926,8/19/2022 16:15,-0.01,76.53
16927,8/19/2022 16:30,-0.01,76.57
16928,8/19/2022 16:45,-0.01,76.6
16929,8/19/2022 17:00,-0.01,76.64
16930,8/19/2022 17:15,-0.01,76.64
16931,8/19/2022 17:30,-0.01,76.68
16932,8/19/2022 17:45,-0.01,76.68
16933,8/19/2022 18:00,-0.01,76.68
16934,8/19/2022 18:15,-0.01,76.64
16935,8/19/2022 18:30,-0.01,76.64
16936,8/19/2022 18:45,-0.01,76.6
16937,8/19/2022 19:00,-0.01,76.6
16938,8/19/2022 19:15,-0.01,76.57
16939,8/19/2022 19:30,-0.01,76.5
16940,8/19/2022 19:45,-0.01,76.46
16941,8/19/2022 20:00,-0.02,76.42
16942,8/19/2022 20:15,-0.01,76.39
16943,8/19/2022 20:30,-0.01,76.32
16944,8/19/2022 20:45,-0.01,76.28
16945,8/19/2022 21:00,-0.01,76.28
16946,8/19/2022 21:15,-0.01,76.24
16947,8/19/2022 21:30,-0.01,76.21
16948,8/19/2022 21:45,-0.01,76.21
16949,8/19/2022 22:00,-0.01,76.17
16950,8/19/2022 22:15,-0.01,76.17
16951,8/19/2022 22:30,-0.01,76.14
16952,8/19/2022 22:45,-0.01,76.14
16953,8/19/2022 23:00,-0.01,76.14
16954,8/19/2022 23:15,-0.01,76.1
16955,8/19/2022 23:30,-0.01,76.1
16956,8/19/2022 23:45,-0.01,76.06
16957,8/20/2022 0:00,-0.01,76.06
16958,8/20/2022 0:15,-0.01,76.06
16959,8/20/2022 0:30,-0.01,76.03
16960,8/20/2022 0:45,-0.02,76.03
16961,8/20/2022 1:00,-0.01,75.99
16962,8/20/2022 1:15,-0.01,75.99
16963,8/20/2022 1:30,-0.01,75.99
16964,8/20/2022 1:45,-0.01,75.99
16965,8/20/2022 2:00,-0.02,75.96
16966,8/20/2022 2:15,-0.01,75.96
16967,8/20/2022 2:30,-0.01,75.96
16968,8/20/2022 2:45,-0.01,75.96
16969,8/20/2022 3:00,-0.01,75.92
16970,8/20/2022 3:15,-0.01,75.92
16971,8/20/2022 3:30,-0.01,75.92
16972,8/20/2022 3:45,-0.01,75.92
16973,8/20/2022 4:00,-0.01,75.88
16974,8/20/2022 4:15,-0.01,75.88
16975,8/20/2022 4:30,-0.01,75.88
16976,8/20/2022 4:45,-0.02,75.85
16977,8/20/2022 5:00,-0.02,75.85
16978,8/20/2022 5:15,-0.01,75.85
16979,8/20/2022 5:30,-0.02,75.85
16980,8/20/2022 5:45,-0.01,75.81
16981,8/20/2022 6:00,-0.01,75.81
16982,8/20/2022 6:15,-0.01,75.78
16983,8/20/2022 6:30,-0.01,75.78
16984,8/20/2022 6:45,-0.01,75.78
16985,8/20/2022 7:00,-0.01,75.78
16986,8/20/2022 7:15,-0.02,75.78
16987,8/20/2022 7:30,-0.01,75.81
16988,8/20/2022 7:45,-0.01,75.85
16989,8/20/2022 8:00,-0.02,75.85
16990,8/20/2022 8:15,-0.01,75.88
16991,8/20/2022 8:30,-0.01,75.88
16992,8/20/2022 8:45,-0.01,75.92
16993,8/20/2022 9:00,-0.01,75.96
16994,8/20/2022 9:15,-0.01,76.03
16995,8/20/2022 9:30,-0.01,76.1
16996,8/20/2022 9:45,-0.01,76.24
16997,8/20/2022 10:00,-0.01,76.39
16998,8/20/2022 10:15,-0.01,76.5
16999,8/20/2022 10:30,-0.01,76.57
17000,8/20/2022 10:45,-0.01,76.68
17001,8/20/2022 11:00,-0.01,76.78
17002,8/20/2022 11:15,-0.01,76.96
17003,8/20/2022 11:30,-0.01,77.14
17004,8/20/2022 11:45,-0.01,77.29
17005,8/20/2022 12:00,-0.01,77.4
17006,8/20/2022 12:15,-0.01,77.5
17007,8/20/2022 12:30,-0.01,77.58
17008,8/20/2022 12:45,-0.01,77.65
17009,8/20/2022 13:00,-0.01,77.68
17010,8/20/2022 13:15,-0.01,77.79
17011,8/20/2022 13:30,-0.01,77.86
17012,8/20/2022 13:45,-0.01,77.9
17013,8/20/2022 14:00,-0.01,78.04
17014,8/20/2022 14:15,-0.01,78.12
17015,8/20/2022 14:30,-0.01,78.22
17016,8/20/2022 14:45,-0.01,78.26
17017,8/20/2022 15:00,-0.01,78.26
17018,8/20/2022 15:15,-0.01,78.26
17019,8/20/2022 15:30,-0.01,78.26
17020,8/20/2022 15:45,-0.01,78.26
17021,8/20/2022 16:00,-0.01,78.22
17022,8/20/2022 16:15,-0.01,79.59
17023,8/20/2022 16:30,-0.01,80.64
17024,8/20/2022 16:45,-0.01,81.28
17025,8/20/2022 17:00,-0.01,81.79
17026,8/20/2022 17:15,-0.01,82.15
17027,8/20/2022 17:30,-0.01,82.4
17028,8/20/2022 17:45,-0.01,82.54
17029,8/20/2022 18:00,-0.01,82.65
17030,8/20/2022 18:15,-0.01,82.72
17031,8/20/2022 18:30,-0.01,82.72
17032,8/20/2022 18:45,-0.01,82.72
17033,8/20/2022 19:00,-0.01,82.65
17034,8/20/2022 19:15,-0.01,82.58
17035,8/20/2022 19:30,-0.01,82.47
17036,8/20/2022 19:45,-0.01,82.33
17037,8/20/2022 20:00,-0.01,82.18
17038,8/20/2022 20:15,-0.01,82.04
17039,8/20/2022 20:30,-0.01,81.9
17040,8/20/2022 20:45,-0.01,81.75
17041,8/20/2022 21:00,-0.01,81.57
17042,8/20/2022 21:15,-0.01,81.43
17043,8/20/2022 21:30,-0.01,81.32
17044,8/20/2022 21:45,-0.01,81.18
17045,8/20/2022 22:00,-0.01,81.07
17046,8/20/2022 22:15,-0.01,80.92
17047,8/20/2022 22:30,-0.01,80.82
17048,8/20/2022 22:45,-0.01,80.71
17049,8/20/2022 23:00,-0.01,80.6
17050,8/20/2022 23:15,-0.01,80.49
17051,8/20/2022 23:30,-0.01,80.42
17052,8/20/2022 23:45,-0.01,80.31
17053,8/21/2022 0:00,-0.01,80.2
17054,8/21/2022 0:15,-0.01,80.1
17055,8/21/2022 0:30,-0.01,80.02
17056,8/21/2022 0:45,-0.01,79.92
17057,8/21/2022 1:00,-0.01,79.84
17058,8/21/2022 1:15,-0.01,79.77
17059,8/21/2022 1:30,-0.01,79.7
17060,8/21/2022 1:45,-0.01,79.63
17061,8/21/2022 2:00,-0.01,79.56
17062,8/21/2022 2:15,-0.01,79.48
17063,8/21/2022 2:30,-0.01,79.45
17064,8/21/2022 2:45,-0.01,79.38
17065,8/21/2022 3:00,-0.01,79.3
17066,8/21/2022 3:15,-0.01,79.27
17067,8/21/2022 3:30,-0.01,79.2
17068,8/21/2022 3:45,-0.01,79.12
17069,8/21/2022 4:00,-0.01,79.05
17070,8/21/2022 4:15,-0.01,79.02
17071,8/21/2022 4:30,-0.01,78.94
17072,8/21/2022 4:45,-0.01,78.87
17073,8/21/2022 5:00,-0.01,78.84
17074,8/21/2022 5:15,-0.01,78.8
17075,8/21/2022 5:30,-0.01,78.76
17076,8/21/2022 5:45,-0.01,78.73
17077,8/21/2022 6:00,-0.01,78.69
17078,8/21/2022 6:15,-0.01,78.66
17079,8/21/2022 6:30,-0.01,78.58
17080,8/21/2022 6:45,-0.01,78.55
17081,8/21/2022 7:00,-0.01,78.55
17082,8/21/2022 7:15,-0.01,78.51
17083,8/21/2022 7:30,-0.01,78.48
17084,8/21/2022 7:45,-0.01,78.48
17085,8/21/2022 8:00,-0.01,78.48
17086,8/21/2022 8:15,-0.01,78.51
17087,8/21/2022 8:30,-0.01,78.51
17088,8/21/2022 8:45,-0.01,78.55
17089,8/21/2022 9:00,-0.01,78.58
17090,8/21/2022 9:15,-0.01,78.62
17091,8/21/2022 9:30,-0.01,78.66
17092,8/21/2022 9:45,-0.01,78.69
17093,8/21/2022 10:00,-0.01,78.73
17094,8/21/2022 10:15,-0.01,78.76
17095,8/21/2022 10:30,-0.01,78.8
17096,8/21/2022 10:45,-0.01,78.8
17097,8/21/2022 11:00,-0.01,78.84
17098,8/21/2022 11:15,-0.01,78.87
17099,8/21/2022 11:30,-0.01,78.91
17100,8/21/2022 11:45,-0.01,78.94
17101,8/21/2022 12:00,-0.01,79.02
17102,8/21/2022 12:15,-0.01,79.09
17103,8/21/2022 12:30,-0.01,79.16
17104,8/21/2022 12:45,-0.01,79.2
17105,8/21/2022 13:00,-0.01,79.3
17106,8/21/2022 13:15,-0.01,79.38
17107,8/21/2022 13:30,-0.01,79.48
17108,8/21/2022 13:45,-0.01,79.59
17109,8/21/2022 14:00,-0.01,79.66
17110,8/21/2022 14:15,-0.01,79.7
17111,8/21/2022 14:30,-0.01,79.7
17112,8/21/2022 14:45,-0.01,79.7
17113,8/21/2022 15:00,-0.01,79.66
17114,8/21/2022 15:15,-0.01,79.63
17115,8/21/2022 15:30,-0.01,79.59
17116,8/21/2022 15:45,0.21,79.2
17117,8/21/2022 16:00,0.22,78.08
17118,8/21/2022 16:15,0.14,77.9
17119,8/21/2022 16:30,0.15,77.94
17120,8/21/2022 16:45,0.04,78.04
17121,8/21/2022 17:00,0,78.12
17122,8/21/2022 17:15,-0.01,78.22
17123,8/21/2022 17:30,0,78.26
17124,8/21/2022 17:45,0.04,78.3
17125,8/21/2022 18:00,0.01,78.33
17126,8/21/2022 18:15,0,78.33
17127,8/21/2022 18:30,-0.01,78.33
17128,8/21/2022 18:45,-0.01,78.33
17129,8/21/2022 19:00,-0.01,78.33
17130,8/21/2022 19:15,-0.01,78.3
17131,8/21/2022 19:30,-0.01,78.26
17132,8/21/2022 19:45,-0.01,78.22
17133,8/21/2022 20:00,-0.01,78.19
17134,8/21/2022 20:15,-0.01,78.15
17135,8/21/2022 20:30,-0.01,78.12
17136,8/21/2022 20:45,-0.01,78.04
17137,8/21/2022 21:00,-0.01,78.04
17138,8/21/2022 21:15,-0.01,78.01
17139,8/21/2022 21:30,-0.01,77.97
17140,8/21/2022 21:45,-0.01,77.94
17141,8/21/2022 22:00,-0.01,77.9
17142,8/21/2022 22:15,-0.01,77.9
17143,8/21/2022 22:30,-0.01,77.86
17144,8/21/2022 22:45,-0.01,77.83
17145,8/21/2022 23:00,-0.01,77.83
17146,8/21/2022 23:15,-0.01,77.79
17147,8/21/2022 23:30,-0.01,77.79
17148,8/21/2022 23:45,-0.01,77.79
17149,8/22/2022 0:00,-0.01,77.76
17150,8/22/2022 0:15,-0.01,77.76
17151,8/22/2022 0:30,-0.01,77.72
17152,8/22/2022 0:45,-0.01,77.72
17153,8/22/2022 1:00,-0.01,77.72
17154,8/22/2022 1:15,-0.01,77.72
17155,8/22/2022 1:30,-0.01,77.68
17156,8/22/2022 1:45,-0.01,77.68
17157,8/22/2022 2:00,-0.01,77.68
17158,8/22/2022 2:15,-0.01,77.68
17159,8/22/2022 2:30,-0.01,77.68
17160,8/22/2022 2:45,-0.01,77.68
17161,8/22/2022 3:00,-0.01,77.68
17162,8/22/2022 3:15,-0.01,77.65
17163,8/22/2022 3:30,-0.01,77.65
17164,8/22/2022 3:45,-0.01,77.65
17165,8/22/2022 4:00,-0.01,77.65
17166,8/22/2022 4:15,-0.01,77.65
17167,8/22/2022 4:30,-0.01,77.65
17168,8/22/2022 4:45,-0.01,77.65
17169,8/22/2022 5:00,-0.01,77.65
17170,8/22/2022 5:15,-0.01,77.65
17171,8/22/2022 5:30,-0.01,77.68
17172,8/22/2022 5:45,-0.01,77.68
17173,8/22/2022 6:00,-0.01,77.68
17174,8/22/2022 6:15,-0.01,77.68
17175,8/22/2022 6:30,-0.01,77.68
17176,8/22/2022 6:45,-0.01,77.72
17177,8/22/2022 7:00,-0.01,77.72
17178,8/22/2022 7:15,-0.01,77.76
17179,8/22/2022 7:30,-0.01,77.79
17180,8/22/2022 7:45,-0.01,77.83
17181,8/22/2022 8:00,-0.01,77.86
17182,8/22/2022 8:15,-0.01,77.9
17183,8/22/2022 8:30,-0.01,77.94
17184,8/22/2022 8:45,-0.01,78.01
17185,8/22/2022 9:00,-0.01,78.08
17186,8/22/2022 9:15,-0.01,78.19
17187,8/22/2022 9:30,-0.01,78.26
17188,8/22/2022 9:45,-0.01,78.37
17189,8/22/2022 10:00,-0.01,78.48
17190,8/22/2022 10:15,-0.01,78.55
17191,8/22/2022 10:30,-0.01,78.69
17192,8/22/2022 10:45,-0.01,78.84
17193,8/22/2022 11:00,-0.01,78.94
17194,8/22/2022 11:15,-0.01,79.05
17195,8/22/2022 11:30,-0.01,79.16
17196,8/22/2022 11:45,-0.01,79.23
17197,8/22/2022 12:00,-0.01,79.3
17198,8/22/2022 12:15,-0.01,79.41
17199,8/22/2022 12:30,-0.01,79.48
17200,8/22/2022 12:45,-0.01,79.56
17201,8/22/2022 13:00,-0.01,79.63
17202,8/22/2022 13:15,-0.01,79.7
17203,8/22/2022 13:30,-0.01,79.81
17204,8/22/2022 13:45,-0.01,79.88
17205,8/22/2022 14:00,-0.01,79.95
17206,8/22/2022 14:15,-0.01,80.02
17207,8/22/2022 14:30,-0.01,80.1
17208,8/22/2022 14:45,0,80.1
17209,8/22/2022 15:00,-0.01,80.13
17210,8/22/2022 15:15,0,80.13
17211,8/22/2022 15:30,-0.01,80.13
17212,8/22/2022 15:45,0.01,80.13
17213,8/22/2022 16:00,0.01,80.1
17214,8/22/2022 16:15,0.09,80.1
17215,8/22/2022 16:30,0.12,80.06
17216,8/22/2022 16:45,0.01,79.99
17217,8/22/2022 17:00,0.03,79.95
17218,8/22/2022 17:15,0.02,79.92
17219,8/22/2022 17:30,-0.01,79.84
17220,8/22/2022 17:45,0,79.81
17221,8/22/2022 18:00,0,79.77
17222,8/22/2022 18:15,0,79.7
17223,8/22/2022 18:30,0,79.66
17224,8/22/2022 18:45,-0.01,79.63
17225,8/22/2022 19:00,-0.01,79.59
17226,8/22/2022 19:15,-0.01,79.56
17227,8/22/2022 19:30,-0.01,79.52
17228,8/22/2022 19:45,-0.01,79.48
17229,8/22/2022 20:00,-0.01,79.45
17230,8/22/2022 20:15,-0.01,79.45
17231,8/22/2022 20:30,-0.01,79.41
17232,8/22/2022 20:45,-0.01,79.38
17233,8/22/2022 21:00,-0.01,79.38
