#,Date ,"Full Range, μS/cm (LGR S/N: 10104851, SEN S/N: 10104851)","Temp, °C (LGR S/N: 10104851, SEN S/N: 10104851)",Specific_Conductance,Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851),Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851),Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851)
8894,7/23/2023 2:45,321.8,26.42,156,,,,,,,,,,,,,,,
8895,7/23/2023 3:00,321.8,26.36,156.2,,,,,,,,,,,,,,,
8896,7/23/2023 3:15,321.4,26.33,156.1,,,,,,,,,,,,,,,
8897,7/23/2023 3:30,321.1,26.26,156.2,,,,,,,,,,,,,,,
8898,7/23/2023 3:45,320.7,26.22,156.1,,,,,,,,,,,,,,,
8899,7/23/2023 4:00,319.9,26.18,155.9,,,,,,,,,,,,,,,
8900,7/23/2023 4:15,319.5,26.12,155.9,,,,,,,,,,,,,,,
8901,7/23/2023 4:30,318.8,26.08,155.7,,,,,,,,,,,,,,,
8902,7/23/2023 4:45,318.4,26.02,155.7,,,,,,,,,,,,,,,
8903,7/23/2023 5:00,318,25.99,155.6,,,,,,,,,,,,,,,
8904,7/23/2023 5:15,317.6,25.94,155.5,,,,,,,,,,,,,,,
8905,7/23/2023 5:30,317.2,25.89,155.5,,,,,,,,,,,,,,,
8906,7/23/2023 5:45,316.5,25.85,155.3,,,,,,,,,,,,,,,
8907,7/23/2023 6:00,315.7,25.82,155,,,,,,,,,,,,,,,
8908,7/23/2023 6:15,315.3,25.78,154.9,,,,,,,,,,,,,,,
8909,7/23/2023 6:30,314.5,25.74,154.6,,,,,,,,,,,,,,,
8910,7/23/2023 6:45,313.7,25.69,154.4,,,,,,,,,,,,,,,
8911,7/23/2023 7:00,313.4,25.66,154.4,,,,,,,,,,,,,,,
8912,7/23/2023 7:15,313,25.62,154.3,,,,,,,,,,,,,,,
8913,7/23/2023 7:30,312.2,25.58,154,,,,,,,,,,,,,,,
8914,7/23/2023 7:45,311.4,25.55,153.7,,,,,,,,,,,,,,,
8915,7/23/2023 8:00,310.6,25.52,153.4,,,,,,,,,,,,,,,
8916,7/23/2023 8:15,309.9,25.5,153.1,,,,,,,,,,,,,,,
8917,7/23/2023 8:30,309.5,25.48,153,,,,,,,,,,,,,,,
8918,7/23/2023 8:45,309.1,25.45,152.9,,,,,,,,,,,,,,,
8919,7/23/2023 9:00,308.7,25.43,152.8,,,,,,,,,,,,,,,
8920,7/23/2023 9:15,307.9,25.41,152.4,,,,,,,,,,,,,,,
8921,7/23/2023 9:30,307.9,25.4,152.5,,,,,,,,,,,,,,,
8922,7/23/2023 9:45,307.9,25.39,152.5,,,,,,,,,,,,,,,
8923,7/23/2023 10:00,307.5,25.4,152.3,,,,,,,,,,,,,,,
8924,7/23/2023 10:15,307.1,25.4,152.1,,,,,,,,,,,,,,,
8925,7/23/2023 10:30,307.1,25.4,152.1,,,,,,,,,,,,,,,
8926,7/23/2023 10:45,307.1,25.41,152.1,,,,,,,,,,,,,,,
8927,7/23/2023 11:00,306.7,25.41,151.9,,,,,,,,,,,,,,,
8928,7/23/2023 11:15,306.7,25.43,151.8,,,,,,,,,,,,,,,
8929,7/23/2023 11:30,306.7,25.44,151.8,,,,,,,,,,,,,,,
8930,7/23/2023 11:45,306.3,25.46,151.5,,,,,,,,,,,,,,,
8931,7/23/2023 12:00,305.5,25.49,151,,,,,,,,,,,,,,,
8932,7/23/2023 12:15,305.5,25.51,150.9,,,,,,,,,,,,,,,
8933,7/23/2023 12:30,305.1,25.54,150.7,,,,,,,,,,,,,,,
8934,7/23/2023 12:45,305.1,25.58,150.5,,,,,,,,,,,,,,,
8935,7/23/2023 13:00,305.1,25.62,150.4,,,,,,,,,,,,,,,
8936,7/23/2023 13:15,304.7,25.66,150.1,,,,,,,,,,,,,,,
8937,7/23/2023 13:30,304.7,25.71,149.9,,,,,,,,,,,,,,,
8938,7/23/2023 13:45,303.8,25.75,149.4,,,,,,,,,,,,,,,
8939,7/23/2023 14:00,303.8,25.8,149.2,,,,,,,,,,,,,,,
8940,7/23/2023 14:15,303.8,25.84,149.1,,,,,,,,,,,,,,,
8941,7/23/2023 14:30,303.8,25.86,149,,,,,,,,,,,,,,,
8942,7/23/2023 14:45,304.6,25.89,149.3,,,,,,,,,,,,,,,
8943,7/23/2023 15:00,304.6,25.92,149.2,,,,,,,,,,,,,,,
8944,7/23/2023 15:15,303.8,25.96,148.7,,,,,,,,,,,,,,,
8945,7/23/2023 15:30,303.4,26,148.4,,,,,,,,,,,,,,,
8946,7/23/2023 15:45,303,26.03,148.1,,,,,,,,,,,,,,,
8947,7/23/2023 16:00,302.6,26.05,147.8,,,,,,,,,,,,,,,
8948,7/23/2023 16:15,303,26.07,148,,,,,,,,,,,,,,,
8949,7/23/2023 16:30,302.6,26.11,147.7,,,,,,,,,,,,,,,
8950,7/23/2023 16:45,302.5,26.13,147.5,,,,,,,,,,,,,,,
8951,7/23/2023 17:00,302.5,26.13,147.5,,,,,,,,,,,,,,,
8952,7/23/2023 17:15,302.5,26.13,147.5,,,,,,,,,,,,,,,
8953,7/23/2023 17:30,302.5,26.12,147.6,,,,,,,,,,,,,,,
8954,7/23/2023 17:45,302.9,26.09,147.9,,,,,,,,,,,,,,,
8955,7/23/2023 18:00,303.4,26.07,148.2,,,,,,,,,,,,,,,
8956,7/23/2023 18:15,303.4,26.06,148.2,,,,,,,,,,,,,,,
8957,7/23/2023 18:30,303.4,26.02,148.3,,,,,,,,,,,,,,,
8958,7/23/2023 18:45,304.2,26,148.8,,,,,,,,,,,,,,,
8959,7/23/2023 19:00,304.2,25.96,148.9,,,,,,,,,,,,,,,
8960,7/23/2023 19:15,304.6,25.92,149.2,,,,,,,,,,,,,,,
8961,7/23/2023 19:30,303.8,25.9,148.9,,,,,,,,,,,,,,,
8962,7/23/2023 19:45,303.8,25.86,149,,,,,,,,,,,,,,,
8963,7/23/2023 20:00,303.8,25.84,149.1,,,,,,,,,,,,,,,
8964,7/23/2023 20:15,303.4,25.83,148.9,,,,,,,,,,,,,,,
8965,7/23/2023 20:30,303.5,25.77,149.1,,,,,,,,,,,,,,,
8966,7/23/2023 20:45,303.9,25.69,149.6,,,,,,,,,,,,,,,
8967,7/23/2023 21:00,304.3,25.63,150,,,,,,,,,,,,,,,
8968,7/23/2023 21:15,303.9,25.58,149.9,,,,,,,,,,,,,,,
8969,7/23/2023 21:30,303.9,25.56,150,,,,,,,,,,,,,,,
8970,7/23/2023 21:45,303.5,25.54,149.9,,,,,,,,,,,,,,,
8971,7/23/2023 22:00,303.1,25.51,149.8,,,,,,,,,,,,,,,
8972,7/23/2023 22:15,302.7,25.5,149.6,,,,,,,,,,,,,,,
8973,7/23/2023 22:30,302,25.5,149.2,,,,,,,,,,,,,,,
8974,7/23/2023 22:45,301.6,25.49,149.1,,,,,,,,,,,,,,,
8975,7/23/2023 23:00,301.2,25.46,149,,,,,,,,,,,,,,,
8976,7/23/2023 23:15,301.2,25.44,149,,,,,,,,,,,,,,,
8977,7/23/2023 23:30,301.2,25.44,149,,,,,,,,,,,,,,,
8978,7/23/2023 23:45,300.4,25.45,148.6,,,,,,,,,,,,,,,
8979,7/24/2023 0:00,299.6,25.46,148.2,,,,,,,,,,,,,,,
8980,7/24/2023 0:15,298.4,25.49,147.5,,,,,,,,,,,,,,,
8981,7/24/2023 0:30,298.4,25.49,147.5,,,,,,,,,,,,,,,
8982,7/24/2023 0:45,298.4,25.5,147.5,,,,,,,,,,,,,,,
8983,7/24/2023 1:00,298.4,25.51,147.4,,,,,,,,,,,,,,,
8984,7/24/2023 1:15,298.4,25.52,147.4,,,,,,,,,,,,,,,
8985,7/24/2023 1:30,298.8,25.54,147.5,,,,,,,,,,,,,,,
8986,7/24/2023 1:45,298.8,25.54,147.5,,,,,,,,,,,,,,,
8987,7/24/2023 2:00,299.2,25.55,147.7,,,,,,,,,,,,,,,
8988,7/24/2023 2:15,299.2,25.56,147.7,,,,,,,,,,,,,,,
8989,7/24/2023 2:30,299.2,25.57,147.6,,,,,,,,,,,,,,,
8990,7/24/2023 2:45,299.2,25.57,147.6,,,,,,,,,,,,,,,
8991,7/24/2023 3:00,299.2,25.58,147.6,,,,,,,,,,,,,,,
8992,7/24/2023 3:15,299.6,25.58,147.8,,,,,,,,,,,,,,,
8993,7/24/2023 3:30,299.6,25.6,147.8,,,,,,,,,,,,,,,
8994,7/24/2023 3:45,299.6,25.6,147.8,,,,,,,,,,,,,,,
8995,7/24/2023 4:00,299.9,25.61,147.9,,,,,,,,,,,,,,,
8996,7/24/2023 4:15,299.9,25.61,147.9,,,,,,,,,,,,,,,
8997,7/24/2023 4:30,300.3,25.61,148.1,,,,,,,,,,,,,,,
8998,7/24/2023 4:45,300.3,25.61,148.1,,,,,,,,,,,,,,,
8999,7/24/2023 5:00,300.3,25.61,148.1,,,,,,,,,,,,,,,
9000,7/24/2023 5:15,300.3,25.61,148.1,,,,,,,,,,,,,,,
9001,7/24/2023 5:30,300.7,25.6,148.3,,,,,,,,,,,,,,,
9002,7/24/2023 5:45,301.1,25.58,148.6,,,,,,,,,,,,,,,
9003,7/24/2023 6:00,301.1,25.58,148.6,,,,,,,,,,,,,,,
9004,7/24/2023 6:15,301.1,25.57,148.6,,,,,,,,,,,,,,,
9005,7/24/2023 6:30,301.5,25.57,148.8,,,,,,,,,,,,,,,
9006,7/24/2023 6:45,301.5,25.56,148.8,,,,,,,,,,,,,,,
9007,7/24/2023 7:00,301.1,25.56,148.6,,,,,,,,,,,,,,,
9008,7/24/2023 7:15,301.2,25.55,148.7,,,,,,,,,,,,,,,
9009,7/24/2023 7:30,301.2,25.55,148.7,,,,,,,,,,,,,,,
9010,7/24/2023 7:45,301.2,25.55,148.7,,,,,,,,,,,,,,,
9011,7/24/2023 8:00,301.2,25.54,148.7,,,,,,,,,,,,,,,
9012,7/24/2023 8:15,301.6,25.54,148.9,,,,,,,,,,,,,,,
9013,7/24/2023 8:30,301.6,25.54,148.9,,,,,,,,,,,,,,,
9014,7/24/2023 8:45,301.5,25.55,148.8,,,,,,,,,,,,,,,
9015,7/24/2023 9:00,301.2,25.55,148.7,,,,,,,,,,,,,,,
9016,7/24/2023 9:15,301.5,25.55,148.8,,,,,,,,,,,,,,,
9017,7/24/2023 9:30,301.1,25.56,148.6,,,,,,,,,,,,,,,
9018,7/24/2023 9:45,301.5,25.56,148.8,,,,,,,,,,,,,,,
9019,7/24/2023 10:00,301.1,25.58,148.6,,,,,,,,,,,,,,,
9020,7/24/2023 10:15,301.1,25.6,148.5,,,,,,,,,,,,,,,
9021,7/24/2023 10:30,301.1,25.61,148.5,,,,,,,,,,,,,,,
9022,7/24/2023 10:45,301.1,25.62,148.4,,,,,,,,,,,,,,,
9023,7/24/2023 11:00,301.5,25.63,148.6,,,,,,,,,,,,,,,
9024,7/24/2023 11:15,301.5,25.65,148.5,,,,,,,,,,,,,,,
9025,7/24/2023 11:30,301.5,25.65,148.5,,,,,,,,,,,,,,,
9026,7/24/2023 11:45,301.9,25.65,148.7,,,,,,,,,,,,,,,
9027,7/24/2023 12:00,302.7,25.65,149.1,,,,,,,,,,,,,,,
9028,7/24/2023 12:15,302.7,25.66,149.1,,,,,,,,,,,,,,,
9029,7/24/2023 12:30,303.1,25.65,149.3,,,,,,,,,,,,,,,
9030,7/24/2023 12:45,303.5,25.66,149.5,,,,,,,,,,,,,,,
9031,7/24/2023 13:00,303.5,25.67,149.5,,,,,,,,,,,,,,,
9032,7/24/2023 13:15,303.5,25.68,149.4,,,,,,,,,,,,,,,
9033,7/24/2023 13:30,303.1,25.72,149.1,,,,,,,,,,,,,,,
9034,7/24/2023 13:45,302.7,25.74,148.8,,,,,,,,,,,,,,,
9035,7/24/2023 14:00,302.7,25.78,148.7,,,,,,,,,,,,,,,
9036,7/24/2023 14:15,301.5,25.83,148,,,,,,,,,,,,,,,
9037,7/24/2023 14:30,299.9,25.88,147,,,,,,,,,,,,,,,
9038,7/24/2023 14:45,298.3,25.92,146.1,,,,,,,,,,,,,,,
9039,7/24/2023 15:00,297.5,25.97,145.6,,,,,,,,,,,,,,,
9040,7/24/2023 15:15,297.1,26.01,145.3,,,,,,,,,,,,,,,
9041,7/24/2023 15:30,320,26.05,156.3,,,,,,,,,,,,,,,
9042,7/24/2023 15:45,298.6,26.09,145.8,,,,,,,,,,,,,,,
9043,7/24/2023 16:00,298.6,26.13,145.6,,,,,,,,,,,,,,,
9044,7/24/2023 16:15,299,26.17,145.7,,,,,,,,,,,,,,,
9045,7/24/2023 16:30,299.4,26.19,145.9,,,,,,,,,,,,,,,
9046,7/24/2023 16:45,299.8,26.2,146,,,,,,,,,,,,,,,
9047,7/24/2023 17:00,300.1,26.22,146.1,,,,,,,,,,,,,,,
9048,7/24/2023 17:15,300.5,26.22,146.3,,,,,,,,,,,,,,,
9049,7/24/2023 17:30,301.7,26.22,146.9,,,,,,,,,,,,,,,
9050,7/24/2023 17:45,302.9,26.2,147.5,,,,,,,,,,,,,,,
9051,7/24/2023 18:00,304.5,26.18,148.4,,,,,,,,,,,,,,,
9052,7/24/2023 18:15,306.9,26.14,149.7,,,,,,,,,,,,,,,
9053,7/24/2023 18:30,309.7,26.11,151.1,,,,,,,,,,,,,,,
9054,7/24/2023 18:45,312,26.07,152.4,,,,,,,,,,,,,,,
9055,7/24/2023 19:00,313.2,26.03,153.1,,,,,,,,,,,,,,,
9056,7/24/2023 19:15,314.8,26,154,,,,,,,,,,,,,,,
9057,7/24/2023 19:30,315.6,25.96,154.5,,,,,,,,,,,,,,,
9058,7/24/2023 19:45,316,25.92,154.8,,,,,,,,,,,,,,,
9059,7/24/2023 20:00,316.4,25.89,155.1,,,,,,,,,,,,,,,
9060,7/24/2023 20:15,316.9,25.85,155.5,,,,,,,,,,,,,,,
9061,7/24/2023 20:30,317.3,25.82,155.8,,,,,,,,,,,,,,,
9062,7/24/2023 20:45,317.7,25.78,156.1,,,,,,,,,,,,,,,
9063,7/24/2023 21:00,317.7,25.74,156.2,,,,,,,,,,,,,,,
9064,7/24/2023 21:15,317.7,25.71,156.3,,,,,,,,,,,,,,,
9065,7/24/2023 21:30,317.7,25.67,156.4,,,,,,,,,,,,,,,
9066,7/24/2023 21:45,317.7,25.62,156.6,,,,,,,,,,,,,,,
9067,7/24/2023 22:00,318.1,25.58,156.9,,,,,,,,,,,,,,,
9068,7/24/2023 22:15,318.5,25.55,157.2,,,,,,,,,,,,,,,
9069,7/24/2023 22:30,318.5,25.52,157.3,,,,,,,,,,,,,,,
9070,7/24/2023 22:45,318.6,25.49,157.5,,,,,,,,,,,,,,,
9071,7/24/2023 23:00,318.2,25.48,157.3,,,,,,,,,,,,,,,
9072,7/24/2023 23:15,318.6,25.45,157.6,,,,,,,,,,,,,,,
9073,7/24/2023 23:30,319.4,25.43,158.1,,,,,,,,,,,,,,,
9074,7/24/2023 23:45,319.4,25.41,158.1,,,,,,,,,,,,,,,
9075,7/25/2023 0:00,319.8,25.39,158.4,,,,,,,,,,,,,,,
9076,7/25/2023 0:15,319.4,25.38,158.2,,,,,,,,,,,,,,,
9077,7/25/2023 0:30,319.4,25.37,158.3,,,,,,,,,,,,,,,
9078,7/25/2023 0:45,319.4,25.35,158.3,,,,,,,,,,,,,,,
9079,7/25/2023 1:00,319.4,25.34,158.4,,,,,,,,,,,,,,,
9080,7/25/2023 1:15,319.4,25.33,158.4,,,,,,,,,,,,,,,
9081,7/25/2023 1:30,319.8,25.33,158.6,,,,,,,,,,,,,,,
9082,7/25/2023 1:45,320.2,25.32,158.8,,,,,,,,,,,,,,,
9083,7/25/2023 2:00,320.2,25.32,158.8,,,,,,,,,,,,,,,
9084,7/25/2023 2:15,320.2,25.31,158.9,,,,,,,,,,,,,,,
9085,7/25/2023 2:30,320.6,25.31,159.1,,,,,,,,,,,,,,,
9086,7/25/2023 2:45,321,25.31,159.3,,,,,,,,,,,,,,,
9087,7/25/2023 3:00,321,25.29,159.3,,,,,,,,,,,,,,,
9088,7/25/2023 3:15,320.6,25.29,159.1,,,,,,,,,,,,,,,
9089,7/25/2023 3:30,321,25.29,159.3,,,,,,,,,,,,,,,
9090,7/25/2023 3:45,321,25.28,159.4,,,,,,,,,,,,,,,
9091,7/25/2023 4:00,321,25.28,159.4,,,,,,,,,,,,,,,
9092,7/25/2023 4:15,321.8,25.27,159.8,,,,,,,,,,,,,,,
9093,7/25/2023 4:30,321.8,25.26,159.8,,,,,,,,,,,,,,,
9094,7/25/2023 4:45,322.6,25.24,160.3,,,,,,,,,,,,,,,
9095,7/25/2023 5:00,323,25.23,160.5,,,,,,,,,,,,,,,
9096,7/25/2023 5:15,323.4,25.21,160.8,,,,,,,,,,,,,,,
9097,7/25/2023 5:30,323.8,25.2,161,,,,,,,,,,,,,,,
9098,7/25/2023 5:45,323.8,25.17,161.1,,,,,,,,,,,,,,,
9099,7/25/2023 6:00,325,25.15,161.8,,,,,,,,,,,,,,,
9100,7/25/2023 6:15,325,25.14,161.8,,,,,,,,,,,,,,,
9101,7/25/2023 6:30,324.6,25.11,161.7,,,,,,,,,,,,,,,
9102,7/25/2023 6:45,325,25.1,162,,,,,,,,,,,,,,,
9103,7/25/2023 7:00,325,25.09,162,,,,,,,,,,,,,,,
9104,7/25/2023 7:15,324.6,25.07,161.9,,,,,,,,,,,,,,,
9105,7/25/2023 7:30,324.6,25.06,161.9,,,,,,,,,,,,,,,
9106,7/25/2023 7:45,324.6,25.06,161.9,,,,,,,,,,,,,,,
9107,7/25/2023 8:00,324.6,25.06,161.9,,,,,,,,,,,,,,,
9108,7/25/2023 8:15,325,25.05,162.1,,,,,,,,,,,,,,,
9109,7/25/2023 8:30,325,25.04,162.2,,,,,,,,,,,,,,,
9110,7/25/2023 8:45,325,25.04,162.2,,,,,,,,,,,,,,,
9111,7/25/2023 9:00,325,25.04,162.2,,,,,,,,,,,,,,,
9112,7/25/2023 9:15,325,25.04,162.2,,,,,,,,,,,,,,,
9113,7/25/2023 9:30,325,25.04,162.2,,,,,,,,,,,,,,,
9114,7/25/2023 9:45,325,25.04,162.2,,,,,,,,,,,,,,,
9115,7/25/2023 10:00,324.2,25.05,161.7,,,,,,,,,,,,,,,
9116,7/25/2023 10:15,323.8,25.06,161.5,,,,,,,,,,,,,,,
9117,7/25/2023 10:30,323.8,25.07,161.5,,,,,,,,,,,,,,,
9118,7/25/2023 10:45,323.4,25.1,161.2,,,,,,,,,,,,,,,
9119,7/25/2023 11:00,323,25.11,160.9,,,,,,,,,,,,,,,
9120,7/25/2023 11:15,323,25.16,160.8,,,,,,,,,,,,,,,
9121,7/25/2023 11:30,321.8,25.2,160,,,,,,,,,,,,,,,
9122,7/25/2023 11:45,320.2,25.24,159.1,,,,,,,,,,,,,,,
9123,7/25/2023 12:00,319.8,25.31,158.7,,,,,,,,,,,,,,,
9124,7/25/2023 12:15,319.4,25.37,158.3,,,,,,,,,,,,,,,
9125,7/25/2023 12:30,319.4,25.43,158.1,,,,,,,,,,,,,,,
9126,7/25/2023 12:45,319.7,25.5,158,,,,,,,,,,,,,,,
9127,7/25/2023 13:00,319.7,25.56,157.8,,,,,,,,,,,,,,,
9128,7/25/2023 13:15,320.1,25.63,157.8,,,,,,,,,,,,,,,
9129,7/25/2023 13:30,320.5,25.68,157.8,,,,,,,,,,,,,,,
9130,7/25/2023 13:45,320.8,25.73,157.8,,,,,,,,,,,,,,,
9131,7/25/2023 14:00,320.8,25.77,157.6,,,,,,,,,,,,,,,
9132,7/25/2023 14:15,321.2,25.8,157.7,,,,,,,,,,,,,,,
9133,7/25/2023 14:30,322,25.82,158.1,,,,,,,,,,,,,,,
9134,7/25/2023 14:45,323.2,25.84,158.6,,,,,,,,,,,,,,,
9135,7/25/2023 15:00,324,25.86,158.9,,,,,,,,,,,,,,,
9136,7/25/2023 15:15,325.1,25.88,159.4,,,,,,,,,,,,,,,
9137,7/25/2023 15:30,325.9,25.89,159.8,,,,,,,,,,,,,,,
9138,7/25/2023 15:45,325.9,25.9,159.7,,,,,,,,,,,,,,,
9139,7/25/2023 16:00,325.9,25.92,159.7,,,,,,,,,,,,,,,
9140,7/25/2023 16:15,325.9,25.95,159.6,,,,,,,,,,,,,,,
9141,7/25/2023 16:30,325.9,25.96,159.5,,,,,,,,,,,,,,,
9142,7/25/2023 16:45,325.9,25.99,159.4,,,,,,,,,,,,,,,
9143,7/25/2023 17:00,326.3,26.01,159.6,,,,,,,,,,,,,,,
9144,7/25/2023 17:15,326.3,26.02,159.5,,,,,,,,,,,,,,,
9145,7/25/2023 17:30,326.3,26.02,159.5,,,,,,,,,,,,,,,
9146,7/25/2023 17:45,326.7,26.02,159.7,,,,,,,,,,,,,,,
9147,7/25/2023 18:00,327.1,26,160,,,,,,,,,,,,,,,
9148,7/25/2023 18:15,327.1,25.97,160.1,,,,,,,,,,,,,,,
9149,7/25/2023 18:30,327.5,25.94,160.4,,,,,,,,,,,,,,,
9150,7/25/2023 18:45,327.9,25.91,160.7,,,,,,,,,,,,,,,
9151,7/25/2023 19:00,327.9,25.88,160.8,,,,,,,,,,,,,,,
9152,7/25/2023 19:15,328.3,25.84,161.1,,,,,,,,,,,,,,,
9153,7/25/2023 19:30,328.3,25.82,161.2,,,,,,,,,,,,,,,
9154,7/25/2023 19:45,328.3,25.78,161.3,,,,,,,,,,,,,,,
9155,7/25/2023 20:00,328.4,25.74,161.5,,,,,,,,,,,,,,,
9156,7/25/2023 20:15,328.4,25.72,161.5,,,,,,,,,,,,,,,
9157,7/25/2023 20:30,328,25.68,161.5,,,,,,,,,,,,,,,
9158,7/25/2023 20:45,328.4,25.65,161.8,,,,,,,,,,,,,,,
9159,7/25/2023 21:00,328,25.62,161.7,,,,,,,,,,,,,,,
9160,7/25/2023 21:15,328.4,25.58,162,,,,,,,,,,,,,,,
9161,7/25/2023 21:30,328.4,25.55,162.1,,,,,,,,,,,,,,,
9162,7/25/2023 21:45,328,25.52,162,,,,,,,,,,,,,,,
9163,7/25/2023 22:00,328.4,25.49,162.3,,,,,,,,,,,,,,,
9164,7/25/2023 22:15,328.1,25.46,162.3,,,,,,,,,,,,,,,
9165,7/25/2023 22:30,328.1,25.44,162.3,,,,,,,,,,,,,,,
9166,7/25/2023 22:45,328.1,25.41,162.4,,,,,,,,,,,,,,,
9167,7/25/2023 23:00,328.1,25.4,162.5,,,,,,,,,,,,,,,
9168,7/25/2023 23:15,327.7,25.39,162.3,,,,,,,,,,,,,,,
9169,7/25/2023 23:30,327.7,25.37,162.4,,,,,,,,,,,,,,,
9170,7/25/2023 23:45,327.7,25.37,162.4,,,,,,,,,,,,,,,
9171,7/26/2023 0:00,327.7,25.35,162.5,,,,,,,,,,,,,,,
9172,7/26/2023 0:15,327.7,25.34,162.5,,,,,,,,,,,,,,,
9173,7/26/2023 0:30,327.7,25.33,162.5,,,,,,,,,,,,,,,
9174,7/26/2023 0:45,328.1,25.32,162.8,,,,,,,,,,,,,,,
9175,7/26/2023 1:00,327.7,25.31,162.6,,,,,,,,,,,,,,,
9176,7/26/2023 1:15,328.1,25.31,162.8,,,,,,,,,,,,,,,
9177,7/26/2023 1:30,328.1,25.29,162.9,,,,,,,,,,,,,,,
9178,7/26/2023 1:45,328.5,25.28,163.1,,,,,,,,,,,,,,,
9179,7/26/2023 2:00,328.9,25.27,163.3,,,,,,,,,,,,,,,
9180,7/26/2023 2:15,328.5,25.27,163.1,,,,,,,,,,,,,,,
9181,7/26/2023 2:30,328.9,25.26,163.4,,,,,,,,,,,,,,,
9182,7/26/2023 2:45,329.3,25.26,163.6,,,,,,,,,,,,,,,
9183,7/26/2023 3:00,329.3,25.23,163.7,,,,,,,,,,,,,,,
9184,7/26/2023 3:15,329.7,25.22,163.9,,,,,,,,,,,,,,,
9185,7/26/2023 3:30,330.5,25.22,164.3,,,,,,,,,,,,,,,
9186,7/26/2023 3:45,330.9,25.21,164.5,,,,,,,,,,,,,,,
9187,7/26/2023 4:00,330.9,25.2,164.6,,,,,,,,,,,,,,,
9188,7/26/2023 4:15,331.3,25.2,164.8,,,,,,,,,,,,,,,
9189,7/26/2023 4:30,331.7,25.18,165,,,,,,,,,,,,,,,
9190,7/26/2023 4:45,331.7,25.17,165.1,,,,,,,,,,,,,,,
9191,7/26/2023 5:00,331.7,25.17,165.1,,,,,,,,,,,,,,,
9192,7/26/2023 5:15,332.5,25.16,165.5,,,,,,,,,,,,,,,
9193,7/26/2023 5:30,332.5,25.15,165.5,,,,,,,,,,,,,,,
9194,7/26/2023 5:45,332.5,25.14,165.6,,,,,,,,,,,,,,,
9195,7/26/2023 6:00,333.7,25.12,166.2,,,,,,,,,,,,,,,
9196,7/26/2023 6:15,333.7,25.12,166.2,,,,,,,,,,,,,,,
9197,7/26/2023 6:30,334.1,25.11,166.5,,,,,,,,,,,,,,,
9198,7/26/2023 6:45,334.9,25.1,166.9,,,,,,,,,,,,,,,
9199,7/26/2023 7:00,335.3,25.09,167.1,,,,,,,,,,,,,,,
9200,7/26/2023 7:15,335.3,25.09,167.1,,,,,,,,,,,,,,,
9201,7/26/2023 7:30,335.7,25.07,167.4,,,,,,,,,,,,,,,
9202,7/26/2023 7:45,335.7,25.07,167.4,,,,,,,,,,,,,,,
9203,7/26/2023 8:00,335.7,25.07,167.4,,,,,,,,,,,,,,,
9204,7/26/2023 8:15,336.5,25.07,167.8,,,,,,,,,,,,,,,
9205,7/26/2023 8:30,336.9,25.06,168,,,,,,,,,,,,,,,
9206,7/26/2023 8:45,337.3,25.06,168.2,,,,,,,,,,,,,,,
9207,7/26/2023 9:00,337.3,25.07,168.2,,,,,,,,,,,,,,,
9208,7/26/2023 9:15,337.7,25.07,168.4,,,,,,,,,,,,,,,
9209,7/26/2023 9:30,338.1,25.07,168.6,,,,,,,,,,,,,,,
9210,7/26/2023 9:45,338.1,25.07,168.6,,,,,,,,,,,,,,,
9211,7/26/2023 10:00,338.5,25.09,168.7,,,,,,,,,,,,,,,
9212,7/26/2023 10:15,338.1,25.09,168.5,,,,,,,,,,,,,,,
9213,7/26/2023 10:30,338.1,25.11,168.5,,,,,,,,,,,,,,,
9214,7/26/2023 10:45,338.5,25.12,168.6,,,,,,,,,,,,,,,
9215,7/26/2023 11:00,338.9,25.15,168.7,,,,,,,,,,,,,,,
9216,7/26/2023 11:15,338.5,25.17,168.4,,,,,,,,,,,,,,,
9217,7/26/2023 11:30,338,25.22,168,,,,,,,,,,,,,,,
9218,7/26/2023 11:45,337.6,25.26,167.7,,,,,,,,,,,,,,,
9219,7/26/2023 12:00,337.2,25.31,167.3,,,,,,,,,,,,,,,
9220,7/26/2023 12:15,336.8,25.35,167,,,,,,,,,,,,,,,
9221,7/26/2023 12:30,336.4,25.41,166.6,,,,,,,,,,,,,,,
9222,7/26/2023 12:45,336.4,25.46,166.4,,,,,,,,,,,,,,,
9223,7/26/2023 13:00,336.7,25.52,166.3,,,,,,,,,,,,,,,
9224,7/26/2023 13:15,336.7,25.58,166.1,,,,,,,,,,,,,,,
9225,7/26/2023 13:30,337.1,25.66,166,,,,,,,,,,,,,,,
9226,7/26/2023 13:45,337.1,25.72,165.8,,,,,,,,,,,,,,,
9227,7/26/2023 14:00,337.4,25.78,165.8,,,,,,,,,,,,,,,
9228,7/26/2023 14:15,337.4,25.83,165.6,,,,,,,,,,,,,,,
