#,Date,Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv), pH  
11314,07/31/2022 08:00:00,26.11,-11.89,6.77
11315,07/31/2022 08:15:00,26.08,-11.89,6.77
11316,07/31/2022 08:30:00,26.08,-11.88,6.76
11317,07/31/2022 08:45:00,26.08,-11.89,6.77
11318,07/31/2022 09:00:00,26.13,-11.89,6.77
11319,07/31/2022 09:15:00,26.16,-11.84,6.76
11320,07/31/2022 09:30:00,26.21,-11.80,6.76
11321,07/31/2022 09:45:00,26.30,-11.27,6.75
11322,07/31/2022 10:00:00,26.40,-11.20,6.75
11323,07/31/2022 10:15:00,26.52,-11.23,6.75
11324,07/31/2022 10:30:00,26.65,-11.34,6.76
11325,07/31/2022 10:45:00,26.79,-11.41,6.76
11326,07/31/2022 11:00:00,26.96,-11.50,6.76
11327,07/31/2022 11:15:00,27.14,-11.55,6.76
11328,07/31/2022 11:30:00,27.33,-11.61,6.76
11329,07/31/2022 11:45:00,27.43,-11.66,6.76
11330,07/31/2022 12:00:00,27.53,-11.73,6.76
11331,07/31/2022 12:15:00,27.68,-11.70,6.76
11332,07/31/2022 12:30:00,27.78,-11.69,6.76
11333,07/31/2022 12:45:00,27.85,-11.67,6.76
11334,07/31/2022 13:00:00,27.92,-11.67,6.76
11335,07/31/2022 13:15:00,27.97,-11.66,6.76
11336,07/31/2022 13:30:00,28.02,-11.61,6.76
11337,07/31/2022 13:45:00,28.02,-11.53,6.76
11338,07/31/2022 14:00:00,28.02,-11.48,6.76
11339,07/31/2022 14:15:00,28.02,-11.41,6.76
11340,07/31/2022 14:30:00,28.00,-11.28,6.76
11341,07/31/2022 14:45:00,27.78,-11.66,6.76
11342,07/31/2022 15:00:00,27.38,-11.42,6.76
11343,07/31/2022 15:15:00,27.70,-12.38,6.77
11344,07/31/2022 15:30:00,28.12,-12.80,6.78
11345,07/31/2022 15:45:00,28.22,-12.52,6.78
11346,07/31/2022 16:00:00,28.20,-12.13,6.77
11347,07/31/2022 16:15:00,28.17,-11.73,6.76
11348,07/31/2022 16:30:00,28.15,-11.70,6.76
11349,07/31/2022 16:45:00,28.12,-11.63,6.76
11350,07/31/2022 17:00:00,28.10,-11.50,6.76
11351,07/31/2022 17:15:00,28.07,-11.47,6.76
11352,07/31/2022 17:30:00,28.05,-11.42,6.76
11353,07/31/2022 17:45:00,28.02,-11.36,6.76
11354,07/31/2022 18:00:00,28.00,-11.28,6.76
11355,07/31/2022 18:15:00,27.97,-11.23,6.76
11356,07/31/2022 18:30:00,27.95,-11.14,6.75
11357,07/31/2022 18:45:00,27.92,-11.05,6.75
11358,07/31/2022 19:00:00,27.90,-10.94,6.75
11359,07/31/2022 19:15:00,27.87,-10.91,6.75
11360,07/31/2022 19:30:00,27.83,-10.84,6.75
11361,07/31/2022 19:45:00,27.80,-10.78,6.75
11362,07/31/2022 20:00:00,27.75,-10.69,6.75
11363,07/31/2022 20:15:00,27.73,-10.67,6.75
11364,07/31/2022 20:30:00,27.68,-10.63,6.75
11365,07/31/2022 20:45:00,27.60,-10.56,6.74
11366,07/31/2022 21:00:00,27.53,-10.50,6.74
11367,07/31/2022 21:15:00,27.46,-10.47,6.74
11368,07/31/2022 21:30:00,27.38,-10.41,6.74
11369,07/31/2022 21:45:00,27.31,-10.39,6.74
11370,07/31/2022 22:00:00,27.23,-10.31,6.74
11371,07/31/2022 22:15:00,27.19,-10.25,6.74
11372,07/31/2022 22:30:00,27.11,-10.22,6.74
11373,07/31/2022 22:45:00,27.06,-10.19,6.74
11374,07/31/2022 23:00:00,26.99,-10.11,6.74
11375,07/31/2022 23:15:00,26.94,-10.06,6.74
11376,07/31/2022 23:30:00,26.87,-9.98,6.73
11377,07/31/2022 23:45:00,26.82,-9.91,6.73
11378,08/01/2022 00:00:00,26.77,-9.88,6.73
11379,08/01/2022 00:15:00,26.72,-9.84,6.73
11380,08/01/2022 00:30:00,26.67,-9.84,6.73
11381,08/01/2022 00:45:00,26.62,-9.81,6.73
11382,08/01/2022 01:00:00,26.57,-9.78,6.73
11383,08/01/2022 01:15:00,26.52,-9.77,6.73
11384,08/01/2022 01:30:00,26.48,-9.72,6.73
11385,08/01/2022 01:45:00,26.43,-9.70,6.73
11386,08/01/2022 02:00:00,26.40,-9.64,6.73
11387,08/01/2022 02:15:00,26.35,-9.66,6.73
11388,08/01/2022 02:30:00,26.30,-9.64,6.73
11389,08/01/2022 02:45:00,26.28,-9.66,6.73
11390,08/01/2022 03:00:00,26.23,-9.64,6.73
11391,08/01/2022 03:15:00,26.21,-9.63,6.73
11392,08/01/2022 03:30:00,26.16,-9.59,6.73
11393,08/01/2022 03:45:00,26.11,-9.59,6.73
11394,08/01/2022 04:00:00,26.08,-9.53,6.73
11395,08/01/2022 04:15:00,26.04,-9.53,6.73
11396,08/01/2022 04:30:00,25.99,-9.50,6.73
11397,08/01/2022 04:45:00,25.96,-9.50,6.73
11398,08/01/2022 05:00:00,25.91,-9.44,6.72
11399,08/01/2022 05:15:00,25.87,-9.39,6.72
11400,08/01/2022 05:30:00,25.84,-9.39,6.72
11401,08/01/2022 05:45:00,25.79,-9.39,6.72
11402,08/01/2022 06:00:00,25.77,-9.42,6.72
11403,08/01/2022 06:15:00,25.72,-9.45,6.72
11404,08/01/2022 06:30:00,25.70,-9.47,6.72
11405,08/01/2022 06:45:00,25.65,-9.45,6.72
11406,08/01/2022 07:00:00,25.62,-9.47,6.72
11407,08/01/2022 07:15:00,25.57,-9.47,6.72
11408,08/01/2022 07:30:00,25.55,-9.47,6.72
11409,08/01/2022 07:45:00,25.53,-9.45,6.72
11410,08/01/2022 08:00:00,25.50,-9.45,6.72
11411,08/01/2022 08:15:00,25.50,-9.45,6.72
11412,08/01/2022 08:30:00,25.50,-9.45,6.72
11413,08/01/2022 08:45:00,25.53,-9.44,6.72
11414,08/01/2022 09:00:00,25.55,-9.42,6.72
11415,08/01/2022 09:15:00,25.62,-9.45,6.72
11416,08/01/2022 09:30:00,25.70,-9.47,6.72
11417,08/01/2022 09:45:00,25.79,-9.56,6.73
11418,08/01/2022 10:00:00,25.89,-9.55,6.73
11419,08/01/2022 10:15:00,26.01,-9.63,6.73
11420,08/01/2022 10:30:00,26.13,-9.69,6.73
11421,08/01/2022 10:45:00,26.23,-9.78,6.73
11422,08/01/2022 11:00:00,26.38,-9.81,6.73
11423,08/01/2022 11:15:00,26.55,-9.84,6.73
11424,08/01/2022 11:30:00,26.74,-9.83,6.73
11425,08/01/2022 11:45:00,26.94,-10.00,6.73
11426,08/01/2022 12:00:00,27.21,-10.13,6.74
11427,08/01/2022 12:15:00,27.48,-10.36,6.74
11428,08/01/2022 12:30:00,27.73,-10.53,6.74
11429,08/01/2022 12:45:00,27.92,-10.88,6.75
11430,08/01/2022 13:00:00,28.15,-10.80,6.75
11431,08/01/2022 13:15:00,28.44,-10.95,6.75
11432,08/01/2022 13:30:00,28.79,-10.84,6.75
11433,08/01/2022 13:45:00,29.16,-11.19,6.76
11434,08/01/2022 14:00:00,29.49,-11.33,6.76
11435,08/01/2022 14:15:00,29.84,-11.64,6.76
11436,08/01/2022 14:30:00,30.19,-11.86,6.77
11437,08/01/2022 14:45:00,30.57,-12.06,6.77
11438,08/01/2022 15:00:00,30.92,-11.88,6.77
11439,08/01/2022 15:15:00,31.28,-11.30,6.76
11440,08/01/2022 15:30:00,31.54,-11.47,6.76
11441,08/01/2022 15:45:00,31.74,-10.56,6.75
11442,08/01/2022 16:00:00,31.89,-9.72,6.73
11443,08/01/2022 16:15:00,31.94,-9.23,6.73
11444,08/01/2022 16:30:00,31.89,-9.06,6.72
11445,08/01/2022 16:45:00,29.14,-17.53,6.86
11446,08/01/2022 17:00:00,29.09,-13.28,6.79
11447,08/01/2022 17:15:00,29.07,-10.17,6.74
11448,08/01/2022 17:30:00,29.02,-8.09,6.70
11449,08/01/2022 17:45:00,28.97,-8.06,6.70
11450,08/01/2022 18:00:00,28.97,-8.25,6.71
11451,08/01/2022 18:15:00,28.94,-8.16,6.71
11452,08/01/2022 18:30:00,28.92,-8.05,6.70
11453,08/01/2022 18:45:00,28.87,-8.17,6.71
11454,08/01/2022 19:00:00,28.82,-8.63,6.71
11455,08/01/2022 19:15:00,28.77,-8.89,6.72
11456,08/01/2022 19:30:00,28.72,-9.02,6.72
11457,08/01/2022 19:45:00,28.67,-9.20,6.72
11458,08/01/2022 20:00:00,28.57,-9.05,6.72
11459,08/01/2022 20:15:00,28.49,-9.17,6.72
11460,08/01/2022 20:30:00,28.42,-9.44,6.73
11461,08/01/2022 20:45:00,28.32,-9.56,6.73
11462,08/01/2022 21:00:00,28.22,-9.19,6.72
11463,08/01/2022 21:15:00,28.15,-9.22,6.72
11464,08/01/2022 21:30:00,28.05,-9.67,6.73
11465,08/01/2022 21:45:00,27.97,-9.73,6.73
11466,08/01/2022 22:00:00,27.87,-9.84,6.73
11467,08/01/2022 22:15:00,27.80,-9.91,6.73
11468,08/01/2022 22:30:00,27.70,-10.02,6.74
11469,08/01/2022 22:45:00,27.60,-10.03,6.74
11470,08/01/2022 23:00:00,27.53,-9.95,6.73
11471,08/01/2022 23:15:00,27.46,-9.78,6.73
11472,08/01/2022 23:30:00,27.36,-9.81,6.73
11473,08/01/2022 23:45:00,27.28,-9.80,6.73
11474,08/02/2022 00:00:00,27.21,-9.81,6.73
11475,08/02/2022 00:15:00,27.14,-9.86,6.73
11476,08/02/2022 00:30:00,27.09,-10.02,6.73
11477,08/02/2022 00:45:00,27.01,-10.06,6.74
11478,08/02/2022 01:00:00,26.94,-10.06,6.74
11479,08/02/2022 01:15:00,26.89,-10.13,6.74
11480,08/02/2022 01:30:00,26.82,-10.11,6.74
11481,08/02/2022 01:45:00,26.77,-10.17,6.74
11482,08/02/2022 02:00:00,26.70,-10.27,6.74
11483,08/02/2022 02:15:00,26.65,-10.33,6.74
11484,08/02/2022 02:30:00,26.60,-10.36,6.74
11485,08/02/2022 02:45:00,26.55,-10.22,6.74
11486,08/02/2022 03:00:00,26.48,-10.22,6.74
11487,08/02/2022 03:15:00,26.43,-10.20,6.74
11488,08/02/2022 03:30:00,26.38,-10.20,6.74
11489,08/02/2022 03:45:00,26.30,-10.25,6.74
11490,08/02/2022 04:00:00,26.26,-10.27,6.74
11491,08/02/2022 04:15:00,26.21,-10.25,6.74
11492,08/02/2022 04:30:00,26.16,-10.19,6.74
11493,08/02/2022 04:45:00,26.11,-10.19,6.74
11494,08/02/2022 05:00:00,26.06,-10.38,6.74
11495,08/02/2022 05:15:00,26.01,-10.48,6.74
11496,08/02/2022 05:30:00,25.96,-10.59,6.74
11497,08/02/2022 05:45:00,25.89,-10.59,6.74
11498,08/02/2022 06:00:00,25.84,-10.58,6.74
11499,08/02/2022 06:15:00,25.79,-10.58,6.74
11500,08/02/2022 06:30:00,25.74,-10.56,6.74
11501,08/02/2022 06:45:00,25.70,-10.47,6.74
11502,08/02/2022 07:00:00,25.65,-10.56,6.74
11503,08/02/2022 07:15:00,25.60,-10.56,6.74
11504,08/02/2022 07:30:00,25.57,-10.56,6.74
11505,08/02/2022 07:45:00,25.53,-10.48,6.74
11506,08/02/2022 08:00:00,25.48,-10.44,6.74
11507,08/02/2022 08:15:00,25.45,-10.45,6.74
11508,08/02/2022 08:30:00,25.43,-10.48,6.74
11509,08/02/2022 08:45:00,25.40,-10.55,6.74
11510,08/02/2022 09:00:00,25.40,-10.59,6.74
11511,08/02/2022 09:15:00,25.40,-10.56,6.74
11512,08/02/2022 09:30:00,25.43,-10.55,6.74
11513,08/02/2022 09:45:00,25.53,-10.50,6.74
11514,08/02/2022 10:00:00,25.67,-10.50,6.74
11515,08/02/2022 10:15:00,25.79,-10.52,6.74
11516,08/02/2022 10:30:00,25.84,-10.56,6.74
11517,08/02/2022 10:45:00,25.91,-10.58,6.74
11518,08/02/2022 11:00:00,26.04,-10.56,6.74
11519,08/02/2022 11:15:00,26.21,-10.50,6.74
11520,08/02/2022 11:30:00,26.48,-10.59,6.74
11521,08/02/2022 11:45:00,26.82,-10.66,6.75
11522,08/02/2022 12:00:00,27.21,-11.05,6.75
11523,08/02/2022 12:15:00,27.63,-10.59,6.74
11524,08/02/2022 12:30:00,28.07,-10.75,6.75
11525,08/02/2022 12:45:00,28.49,-11.42,6.76
11526,08/02/2022 13:00:00,28.94,-11.53,6.76
11527,08/02/2022 13:15:00,29.39,-12.00,6.77
11528,08/02/2022 13:30:00,29.84,-12.64,6.78
11529,08/02/2022 13:45:00,30.22,-12.80,6.78
11530,08/02/2022 14:00:00,30.60,-12.42,6.78
11531,08/02/2022 14:15:00,30.98,-12.09,6.77
11532,08/02/2022 14:30:00,31.33,-12.06,6.77
11533,08/02/2022 14:45:00,31.64,-11.73,6.77
11534,08/02/2022 15:00:00,31.87,-11.73,6.77
11535,08/02/2022 15:15:00,32.23,-11.30,6.76
11536,08/02/2022 15:30:00,32.48,-10.56,6.75
11537,08/02/2022 15:45:00,32.64,-10.17,6.74
11538,08/02/2022 16:00:00,32.66,-8.69,6.72
11539,08/02/2022 16:15:00,32.74,-8.34,6.71
11540,08/02/2022 16:30:00,32.82,-8.39,6.71
11541,08/02/2022 16:45:00,32.87,-8.38,6.71
11542,08/02/2022 17:00:00,32.87,-8.00,6.71
11543,08/02/2022 17:15:00,32.72,-8.55,6.72
11544,08/02/2022 17:30:00,32.43,-8.50,6.71
11545,08/02/2022 17:45:00,32.12,-8.56,6.72
11546,08/02/2022 18:00:00,31.82,-8.23,6.71
11547,08/02/2022 18:15:00,31.54,-7.77,6.70
11548,08/02/2022 18:30:00,31.28,-7.58,6.70
11549,08/02/2022 18:45:00,31.03,-7.61,6.70
11550,08/02/2022 19:00:00,30.82,-7.64,6.70
11551,08/02/2022 19:15:00,30.65,-7.69,6.70
11552,08/02/2022 19:30:00,30.42,-7.94,6.70
11553,08/02/2022 19:45:00,30.19,-7.77,6.70
11554,08/02/2022 20:00:00,30.04,-7.70,6.70
11555,08/02/2022 20:15:00,29.87,-7.63,6.70
11556,08/02/2022 20:30:00,29.69,-7.61,6.70
11557,08/02/2022 20:45:00,29.54,-7.72,6.70
11558,08/02/2022 21:00:00,29.39,-7.77,6.70
11559,08/02/2022 21:15:00,29.21,-7.89,6.70
11560,08/02/2022 21:30:00,29.09,-7.94,6.70
11561,08/02/2022 21:45:00,28.94,-8.00,6.70
11562,08/02/2022 22:00:00,28.82,-8.08,6.70
11563,08/02/2022 22:15:00,28.69,-8.09,6.70
11564,08/02/2022 22:30:00,28.57,-8.14,6.70
11565,08/02/2022 22:45:00,28.47,-8.31,6.71
11566,08/02/2022 23:00:00,28.34,-8.34,6.71
11567,08/02/2022 23:15:00,28.22,-8.38,6.71
11568,08/02/2022 23:30:00,28.10,-8.39,6.71
11569,08/02/2022 23:45:00,28.00,-8.34,6.71
11570,08/03/2022 00:00:00,27.90,-8.31,6.71
11571,08/03/2022 00:15:00,27.83,-8.44,6.71
11572,08/03/2022 00:30:00,27.73,-8.47,6.71
11573,08/03/2022 00:45:00,27.63,-8.56,6.71
11574,08/03/2022 01:00:00,27.53,-8.56,6.71
11575,08/03/2022 01:15:00,27.43,-8.52,6.71
11576,08/03/2022 01:30:00,27.36,-8.58,6.71
11577,08/03/2022 01:45:00,27.28,-8.63,6.71
11578,08/03/2022 02:00:00,27.21,-8.61,6.71
11579,08/03/2022 02:15:00,27.14,-8.66,6.71
11580,08/03/2022 02:30:00,27.09,-8.63,6.71
11581,08/03/2022 02:45:00,27.01,-8.61,6.71
11582,08/03/2022 03:00:00,26.96,-8.70,6.71
11583,08/03/2022 03:15:00,26.89,-8.78,6.71
11584,08/03/2022 03:30:00,26.84,-8.86,6.72
11585,08/03/2022 03:45:00,26.77,-8.91,6.72
11586,08/03/2022 04:00:00,26.70,-9.33,6.72
11587,08/03/2022 04:15:00,26.65,-9.36,6.72
11588,08/03/2022 04:30:00,26.60,-9.34,6.72
11589,08/03/2022 04:45:00,26.55,-9.34,6.72
11590,08/03/2022 05:00:00,26.50,-9.34,6.72
11591,08/03/2022 05:15:00,26.45,-9.38,6.72
11592,08/03/2022 05:30:00,26.38,-9.41,6.72
11593,08/03/2022 05:45:00,26.33,-9.39,6.72
11594,08/03/2022 06:00:00,26.28,-9.38,6.72
11595,08/03/2022 06:15:00,26.23,-9.41,6.72
11596,08/03/2022 06:30:00,26.18,-9.44,6.72
11597,08/03/2022 06:45:00,26.13,-9.44,6.72
11598,08/03/2022 07:00:00,26.08,-9.47,6.72
11599,08/03/2022 07:15:00,26.04,-9.48,6.72
11600,08/03/2022 07:30:00,26.01,-9.53,6.73
11601,08/03/2022 07:45:00,25.99,-9.59,6.73
11602,08/03/2022 08:00:00,25.96,-9.66,6.73
11603,08/03/2022 08:15:00,25.94,-9.63,6.73
11604,08/03/2022 08:30:00,25.91,-9.61,6.73
11605,08/03/2022 08:45:00,25.91,-9.64,6.73
11606,08/03/2022 09:00:00,25.91,-9.67,6.73
11607,08/03/2022 09:15:00,25.91,-9.73,6.73
11608,08/03/2022 09:30:00,25.94,-9.69,6.73
11609,08/03/2022 09:45:00,26.04,-9.64,6.73
11610,08/03/2022 10:00:00,26.18,-9.61,6.73
11611,08/03/2022 10:15:00,26.33,-9.63,6.73
11612,08/03/2022 10:30:00,26.40,-9.61,6.73
11613,08/03/2022 10:45:00,26.50,-9.56,6.73
11614,08/03/2022 11:00:00,26.65,-9.70,6.73
11615,08/03/2022 11:15:00,26.84,-9.77,6.73
11616,08/03/2022 11:30:00,27.11,-9.86,6.73
11617,08/03/2022 11:45:00,27.43,-10.20,6.74
11618,08/03/2022 12:00:00,27.83,-11.05,6.75
11619,08/03/2022 12:15:00,28.25,-9.92,6.73
11620,08/03/2022 12:30:00,28.67,-10.80,6.75
11621,08/03/2022 12:45:00,29.07,-11.25,6.76
11622,08/03/2022 13:00:00,29.46,-10.94,6.75
11623,08/03/2022 13:15:00,29.89,-10.94,6.75
11624,08/03/2022 13:30:00,30.29,-10.45,6.74
11625,08/03/2022 13:45:00,30.65,-9.89,6.74
11626,08/03/2022 14:00:00,30.98,-9.66,6.73
11627,08/03/2022 14:15:00,31.31,-9.58,6.73
11628,08/03/2022 14:30:00,31.61,-9.72,6.73
11629,08/03/2022 14:45:00,31.87,-9.00,6.72
11630,08/03/2022 15:00:00,32.20,-9.20,6.73
11631,08/03/2022 15:15:00,32.43,-8.81,6.72
11632,08/03/2022 15:30:00,32.64,-8.69,6.72
11633,08/03/2022 15:45:00,32.85,-8.05,6.71
11634,08/03/2022 16:00:00,33.00,-8.08,6.71
11635,08/03/2022 16:15:00,33.13,-8.14,6.71
11636,08/03/2022 16:30:00,33.21,-7.73,6.70
11637,08/03/2022 16:45:00,33.26,-7.17,6.69
11638,08/03/2022 17:00:00,33.29,-6.92,6.69
11639,08/03/2022 17:15:00,33.13,-7.03,6.69
11640,08/03/2022 17:30:00,32.85,-7.13,6.69
11641,08/03/2022 17:45:00,32.56,-7.39,6.70
11642,08/03/2022 18:00:00,32.23,-7.48,6.70
11643,08/03/2022 18:15:00,31.94,-6.98,6.69
11644,08/03/2022 18:30:00,31.66,-6.86,6.69
11645,08/03/2022 18:45:00,31.41,-6.70,6.68
11646,08/03/2022 19:00:00,31.15,-6.72,6.68
11647,08/03/2022 19:15:00,30.92,-6.70,6.68
11648,08/03/2022 19:30:00,30.75,-6.78,6.68
11649,08/03/2022 19:45:00,30.57,-6.80,6.68
11650,08/03/2022 20:00:00,30.39,-6.84,6.69
11651,08/03/2022 20:15:00,30.19,-6.91,6.69
11652,08/03/2022 20:30:00,30.02,-7.06,6.69
11653,08/03/2022 20:45:00,29.84,-7.20,6.69
11654,08/03/2022 21:00:00,29.69,-7.31,6.69
11655,08/03/2022 21:15:00,29.51,-7.45,6.69
11656,08/03/2022 21:30:00,29.34,-7.59,6.70
11657,08/03/2022 21:45:00,29.21,-7.64,6.70
11658,08/03/2022 22:00:00,29.07,-7.66,6.70
11659,08/03/2022 22:15:00,28.92,-7.70,6.70
11660,08/03/2022 22:30:00,28.77,-7.83,6.70
11661,08/03/2022 22:45:00,28.64,-7.86,6.70
11662,08/03/2022 23:00:00,28.52,-7.91,6.70
11663,08/03/2022 23:15:00,28.39,-8.02,6.70
11664,08/03/2022 23:30:00,28.25,-8.14,6.70
11665,08/03/2022 23:45:00,28.15,-8.23,6.71
11666,08/04/2022 00:00:00,28.02,-8.28,6.71
11667,08/04/2022 00:15:00,27.92,-8.34,6.71
11668,08/04/2022 00:30:00,27.83,-8.41,6.71
11669,08/04/2022 00:45:00,27.73,-8.47,6.71
11670,08/04/2022 01:00:00,27.63,-8.52,6.71
11671,08/04/2022 01:15:00,27.55,-8.95,6.72
11672,08/04/2022 01:30:00,27.48,-9.03,6.72
11673,08/04/2022 01:45:00,27.41,-9.08,6.72
11674,08/04/2022 02:00:00,27.33,-9.16,6.72
11675,08/04/2022 02:15:00,27.26,-9.19,6.72
11676,08/04/2022 02:30:00,27.16,-8.55,6.71
11677,08/04/2022 02:45:00,27.09,-8.41,6.71
11678,08/04/2022 03:00:00,27.04,-8.47,6.71
11679,08/04/2022 03:15:00,26.96,-8.63,6.71
11680,08/04/2022 03:30:00,26.89,-8.77,6.71
11681,08/04/2022 03:45:00,26.84,-8.92,6.72
11682,08/04/2022 04:00:00,26.79,-9.06,6.72
11683,08/04/2022 04:15:00,26.72,-9.19,6.72
11684,08/04/2022 04:30:00,26.67,-9.33,6.72
11685,08/04/2022 04:45:00,26.62,-9.39,6.72
11686,08/04/2022 05:00:00,26.57,-9.47,6.73
11687,08/04/2022 05:15:00,26.50,-9.58,6.73
11688,08/04/2022 05:30:00,26.45,-9.64,6.73
11689,08/04/2022 05:45:00,26.40,-9.72,6.73
11690,08/04/2022 06:00:00,26.35,-9.77,6.73
11691,08/04/2022 06:15:00,26.30,-9.81,6.73
11692,08/04/2022 06:30:00,26.26,-9.91,6.73
11693,08/04/2022 06:45:00,26.18,-9.98,6.73
11694,08/04/2022 07:00:00,26.13,-10.03,6.73
11695,08/04/2022 07:15:00,26.11,-10.03,6.73
11696,08/04/2022 07:30:00,26.08,-10.05,6.73
11697,08/04/2022 07:45:00,26.08,-10.03,6.73
11698,08/04/2022 08:00:00,26.08,-10.08,6.73
11699,08/04/2022 08:15:00,26.08,-10.14,6.74
11700,08/04/2022 08:30:00,26.08,-10.16,6.74
11701,08/04/2022 08:45:00,26.11,-10.16,6.74
11702,08/04/2022 09:00:00,26.11,-10.16,6.74
11703,08/04/2022 09:15:00,26.13,-10.14,6.74
11704,08/04/2022 09:30:00,26.16,-10.11,6.74
11705,08/04/2022 09:45:00,26.26,-10.14,6.74
11706,08/04/2022 10:00:00,26.38,-10.06,6.73
11707,08/04/2022 10:15:00,26.50,-9.94,6.73
11708,08/04/2022 10:30:00,26.55,-9.91,6.73
11709,08/04/2022 10:45:00,26.62,-9.88,6.73
11710,08/04/2022 11:00:00,26.74,-9.84,6.73
11711,08/04/2022 11:15:00,26.94,-9.83,6.73
11712,08/04/2022 11:30:00,27.21,-10.02,6.73
11713,08/04/2022 11:45:00,27.60,-11.19,6.75
11714,08/04/2022 12:00:00,28.05,-12.13,6.77
11715,08/04/2022 12:15:00,28.49,-11.78,6.77
11716,08/04/2022 12:30:00,28.89,-11.64,6.76
11717,08/04/2022 12:45:00,29.29,-11.42,6.76
11718,08/04/2022 13:00:00,29.64,-11.19,6.76
11719,08/04/2022 13:15:00,29.99,-11.11,6.76
11720,08/04/2022 13:30:00,30.42,-11.05,6.75
11721,08/04/2022 13:45:00,30.80,-10.84,6.75
11722,08/04/2022 14:00:00,31.18,-10.75,6.75
11723,08/04/2022 14:15:00,31.51,-10.58,6.75
11724,08/04/2022 14:30:00,31.89,-10.44,6.75
11725,08/04/2022 14:45:00,32.07,-10.36,6.74
11726,08/04/2022 15:00:00,32.23,-9.83,6.74
11727,08/04/2022 15:15:00,32.48,-9.83,6.74
11728,08/04/2022 15:30:00,32.69,-9.63,6.73
11729,08/04/2022 15:45:00,32.92,-9.50,6.73
11730,08/04/2022 16:00:00,33.08,-9.19,6.73
11731,08/04/2022 16:15:00,33.11,-8.61,6.72
11732,08/04/2022 16:30:00,33.16,-8.36,6.71
11733,08/04/2022 16:45:00,33.18,-8.34,6.71
11734,08/04/2022 17:00:00,33.16,-8.39,6.71
11735,08/04/2022 17:15:00,32.98,-8.44,6.71
11736,08/04/2022 17:30:00,32.69,-8.47,6.71
11737,08/04/2022 17:45:00,32.36,-8.64,6.72
11738,08/04/2022 18:00:00,32.05,-8.61,6.72
11739,08/04/2022 18:15:00,31.71,-8.69,6.72
11740,08/04/2022 18:30:00,31.43,-8.91,6.72
11741,08/04/2022 18:45:00,31.15,-8.16,6.71
11742,08/04/2022 19:00:00,30.92,-7.77,6.70
11743,08/04/2022 19:15:00,30.72,-7.70,6.70
11744,08/04/2022 19:30:00,30.55,-7.91,6.70
11745,08/04/2022 19:45:00,30.34,-8.20,6.71
11746,08/04/2022 20:00:00,30.17,-8.16,6.71
11747,08/04/2022 20:15:00,29.99,-8.36,6.71
11748,08/04/2022 20:30:00,29.79,-8.56,6.71
11749,08/04/2022 20:45:00,29.64,-8.67,6.71
11750,08/04/2022 21:00:00,29.49,-8.86,6.72
11751,08/04/2022 21:15:00,29.34,-8.97,6.72
11752,08/04/2022 21:30:00,29.19,-8.97,6.72
11753,08/04/2022 21:45:00,29.07,-8.98,6.72
11754,08/04/2022 22:00:00,28.94,-9.03,6.72
11755,08/04/2022 22:15:00,28.84,-9.06,6.72
11756,08/04/2022 22:30:00,28.69,-9.19,6.72
11757,08/04/2022 22:45:00,28.57,-9.05,6.72
11758,08/04/2022 23:00:00,28.42,-9.16,6.72
11759,08/04/2022 23:15:00,28.30,-9.34,6.72
11760,08/04/2022 23:30:00,28.17,-9.38,6.72
11761,08/04/2022 23:45:00,28.07,-9.31,6.72
11762,08/05/2022 00:00:00,27.95,-9.45,6.73
11763,08/05/2022 00:15:00,27.83,-9.63,6.73
11764,08/05/2022 00:30:00,27.73,-9.66,6.73
11765,08/05/2022 00:45:00,27.63,-9.78,6.73
11766,08/05/2022 01:00:00,27.53,-10.06,6.74
11767,08/05/2022 01:15:00,27.43,-10.19,6.74
11768,08/05/2022 01:30:00,27.36,-10.23,6.74
11769,08/05/2022 01:45:00,27.28,-10.25,6.74
11770,08/05/2022 02:00:00,27.19,-10.23,6.74
11771,08/05/2022 02:15:00,27.11,-10.42,6.74
11772,08/05/2022 02:30:00,27.06,-10.44,6.74
11773,08/05/2022 02:45:00,26.99,-10.52,6.74
11774,08/05/2022 03:00:00,26.92,-10.61,6.74
11775,08/05/2022 03:15:00,26.84,-10.64,6.74
11776,08/05/2022 03:30:00,26.79,-10.69,6.75
11777,08/05/2022 03:45:00,26.74,-10.75,6.75
11778,08/05/2022 04:00:00,26.67,-10.80,6.75
11779,08/05/2022 04:15:00,26.62,-10.86,6.75
11780,08/05/2022 04:30:00,26.55,-10.95,6.75
11781,08/05/2022 04:45:00,26.50,-10.97,6.75
11782,08/05/2022 05:00:00,26.45,-10.98,6.75
11783,08/05/2022 05:15:00,26.40,-11.00,6.75
11784,08/05/2022 05:30:00,26.35,-11.02,6.75
11785,08/05/2022 05:45:00,26.30,-11.06,6.75
11786,08/05/2022 06:00:00,26.23,-11.14,6.75
11787,08/05/2022 06:15:00,26.18,-11.17,6.75
11788,08/05/2022 06:30:00,26.13,-11.23,6.75
11789,08/05/2022 06:45:00,26.08,-11.20,6.75
11790,08/05/2022 07:00:00,26.06,-11.25,6.75
11791,08/05/2022 07:15:00,26.01,-11.30,6.76
11792,08/05/2022 07:30:00,25.96,-11.34,6.76
11793,08/05/2022 07:45:00,25.94,-11.34,6.76
11794,08/05/2022 08:00:00,25.91,-11.38,6.76
