#,Date,"Low Range, μS/cm (LGR S/N: 21551159, SEN S/N: 21551159)","High Range, μS/cm (LGR S/N: 21551159, SEN S/N: 21551159)","Temp, °C (LGR S/N: 21551159, SEN S/N: 21551159)",Specific_Conductance
9338,7/27/2023 17:45,0,0,33.99,0
9339,7/27/2023 18:00,0,0,33.57,0
9340,7/27/2023 18:15,0,0,33.06,0
9341,7/27/2023 18:30,0,0,32.65,0
9342,7/27/2023 18:45,0,0,32.33,0
9343,7/27/2023 19:00,0,0,31.97,0
9344,7/27/2023 19:15,0,0,31.76,0
9345,7/27/2023 19:30,0,0,31.69,0
9346,7/27/2023 19:45,0,0,31.53,0
9347,7/27/2023 20:00,0,0,31.36,0
9348,7/27/2023 20:15,0,0,31.12,0
9349,7/27/2023 20:30,0,0,30.91,0
9350,7/27/2023 20:45,0,0,30.75,0
9351,7/27/2023 21:00,0,0,30.55,0
9352,7/27/2023 21:15,0,0,30.33,0
9353,7/27/2023 21:30,0,0,30.13,0
9354,7/27/2023 21:45,0,0,29.96,0
9355,7/27/2023 22:00,0,0,29.8,0
9356,7/27/2023 22:15,0,0,29.62,0
9357,7/27/2023 22:30,0,0,29.46,0
9358,7/27/2023 22:45,0,0,29.33,0
9359,7/27/2023 23:00,0,0,29.17,0
9360,7/27/2023 23:15,0,0,29.01,0
9361,7/27/2023 23:30,0,0,28.83,0
9362,7/27/2023 23:45,0,0,28.67,0
9363,7/28/2023 0:00,0,0,28.56,0
9364,7/28/2023 0:15,0,0,28.45,0
9365,7/28/2023 0:30,0,0,28.33,0
9366,7/28/2023 0:45,0,0,28.21,0
9367,7/28/2023 1:00,0,0,28.08,0
9368,7/28/2023 1:15,0,0,27.94,0
9369,7/28/2023 1:30,0,0,27.86,0
9370,7/28/2023 1:45,0,0,27.76,0
9371,7/28/2023 2:00,0,0,27.67,0
9372,7/28/2023 2:15,0,0,27.58,0
9373,7/28/2023 2:30,0,0,27.5,0
9374,7/28/2023 2:45,0,0,27.41,0
9375,7/28/2023 3:00,0,0,27.34,0
9376,7/28/2023 3:15,0,0,27.27,0
9377,7/28/2023 3:30,0,0,27.19,0
9378,7/28/2023 3:45,0,0,27.09,0
9379,7/28/2023 4:00,0,0,26.94,0
9380,7/28/2023 4:15,0,0,26.83,0
9381,7/28/2023 4:30,0,0,26.76,0
9382,7/28/2023 4:45,0,0,26.69,0
9383,7/28/2023 5:00,0,0,26.61,0
9384,7/28/2023 5:15,0,0,26.52,0
9385,7/28/2023 5:30,0,0,26.43,0
9386,7/28/2023 5:45,0,0,26.36,0
9387,7/28/2023 6:00,0,0,26.27,0
9388,7/28/2023 6:15,0,0,26.21,0
9389,7/28/2023 6:30,0,0,26.19,0
9390,7/28/2023 6:45,0,0,26.17,0
9391,7/28/2023 7:00,0,0,26.19,0
9392,7/28/2023 7:15,0,0,26.19,0
9393,7/28/2023 7:30,0,0,26.22,0
9394,7/28/2023 7:45,0,0,26.35,0
9395,7/28/2023 8:00,0,0,26.52,0
9396,7/28/2023 8:15,0,0,26.79,0
9397,7/28/2023 8:30,0,0,27.18,0
9398,7/28/2023 8:45,0,0,27.51,0
9399,7/28/2023 9:00,0,0,27.81,0
9400,7/28/2023 9:15,0,0,28.15,0
9401,7/28/2023 9:30,0,0,28.55,0
9402,7/28/2023 9:45,0,0,28.91,0
9403,7/28/2023 10:00,0,0,29.23,0
9404,7/28/2023 10:15,0,0,29.61,0
9405,7/28/2023 10:30,0,0,29.87,0
9406,7/28/2023 10:45,0,0,30.03,0
9407,7/28/2023 11:00,0,0,30.3,0
9408,7/28/2023 11:15,0,0,30.51,0
9409,7/28/2023 11:30,0,0,30.69,0
9410,7/28/2023 11:45,0,0,31.01,0
9411,7/28/2023 12:00,0,0,31.28,0
9412,7/28/2023 12:15,0,0,31.49,0
9413,7/28/2023 12:30,0,0,31.73,0
9414,7/28/2023 12:45,0,0,32.02,0
9415,7/28/2023 13:00,0,0,32.36,0
9416,7/28/2023 13:15,0,0,32.58,0
9417,7/28/2023 13:30,0,0,32.84,0
9418,7/28/2023 13:45,0,0,33.26,0
9419,7/28/2023 14:00,0,0,33.47,0
9420,7/28/2023 14:15,0,0,33.94,0
9421,7/28/2023 14:30,0,0,34.25,0
9422,7/28/2023 14:45,0,0,34.71,0
9423,7/28/2023 15:00,0,0,35.15,0
9424,7/28/2023 15:15,0,0,35.5,0
9425,7/28/2023 15:30,0,0,35.74,0
9426,7/28/2023 15:45,0,0,36.09,0
9427,7/28/2023 16:00,0,0,35.95,0
9428,7/28/2023 16:15,0,0,35.46,0
9429,7/28/2023 16:30,0,0,35.11,0
9430,7/28/2023 16:45,0,0,35,0
9431,7/28/2023 17:00,0,0,34.84,0
9432,7/28/2023 17:15,0,0,34.59,0
9433,7/28/2023 17:30,0,0,34.27,0
9434,7/28/2023 17:45,0,0,34.04,0
9435,7/28/2023 18:00,0,0,33.75,0
9436,7/28/2023 18:15,0,0,33.37,0
9437,7/28/2023 18:30,0,0,33.3,0
9438,7/28/2023 18:45,0,0,33.25,0
9439,7/28/2023 19:00,0,0,33.1,0
9440,7/28/2023 19:15,0,0,32.73,0
9441,7/28/2023 19:30,0,0,32.29,0
9442,7/28/2023 19:45,0,0,31.94,0
9443,7/28/2023 20:00,0,0,31.61,0
9444,7/28/2023 20:15,0,0,31.36,0
9445,7/28/2023 20:30,0,0,31.11,0
9446,7/28/2023 20:45,0,0,30.85,0
9447,7/28/2023 21:00,0,0,30.58,0
9448,7/28/2023 21:15,0,0,30.39,0
9449,7/28/2023 21:30,0,0,30.23,0
9450,7/28/2023 21:45,0,0,30.13,0
9451,7/28/2023 22:00,0,0,29.95,0
9452,7/28/2023 22:15,0,0,29.76,0
9453,7/28/2023 22:30,0,0,29.59,0
9454,7/28/2023 22:45,0,0,29.44,0
9455,7/28/2023 23:00,0,0,29.32,0
9456,7/28/2023 23:15,0,0,29.17,0
9457,7/28/2023 23:30,0,0,29.03,0
9458,7/28/2023 23:45,0,0,28.91,0
9459,7/29/2023 0:00,0,0,28.81,0
9460,7/29/2023 0:15,0,0,28.73,0
9461,7/29/2023 0:30,0,0,28.68,0
9462,7/29/2023 0:45,0,0,28.62,0
9463,7/29/2023 1:00,0,0,28.54,0
9464,7/29/2023 1:15,0,0,28.4,0
9465,7/29/2023 1:30,0,0,28.31,0
9466,7/29/2023 1:45,0,0,28.24,0
9467,7/29/2023 2:00,0,0,28.12,0
9468,7/29/2023 2:15,0,0,27.99,0
9469,7/29/2023 2:30,0,0,27.87,0
9470,7/29/2023 2:45,0,0,27.81,0
9471,7/29/2023 3:00,0,0,27.78,0
9472,7/29/2023 3:15,0,0,27.73,0
9473,7/29/2023 3:30,0,0,27.67,0
9474,7/29/2023 3:45,0,0,27.61,0
9475,7/29/2023 4:00,0,0,27.53,0
9476,7/29/2023 4:15,0,0,27.49,0
9477,7/29/2023 4:30,0,0,27.44,0
9478,7/29/2023 4:45,0,0,27.39,0
9479,7/29/2023 5:00,0,0,27.35,0
9480,7/29/2023 5:15,0,0,27.31,0
9481,7/29/2023 5:30,0,0,27.26,0
9482,7/29/2023 5:45,0,0,27.23,0
9483,7/29/2023 6:00,0,0,27.18,0
9484,7/29/2023 6:15,0,0,27.1,0
9485,7/29/2023 6:30,0,0,27.06,0
9486,7/29/2023 6:45,0,0,27.03,0
9487,7/29/2023 7:00,0,0,27.03,0
9488,7/29/2023 7:15,0,0,27.03,0
9489,7/29/2023 7:30,0,0,27.03,0
9490,7/29/2023 7:45,0,0,27.05,0
9491,7/29/2023 8:00,0,0,27.16,0
9492,7/29/2023 8:15,0,0,27.34,0
9493,7/29/2023 8:30,0,0,27.55,0
9494,7/29/2023 8:45,0,0,27.83,0
9495,7/29/2023 9:00,0,0,28.05,0
9496,7/29/2023 9:15,0,0,28.38,0
9497,7/29/2023 9:30,0,0,28.76,0
9498,7/29/2023 9:45,0,0,29.13,0
9499,7/29/2023 10:00,0,0,29.53,0
9500,7/29/2023 10:15,0,0,29.92,0
9501,7/29/2023 10:30,0,0,30.19,0
9502,7/29/2023 10:45,0,0,30.42,0
9503,7/29/2023 11:00,0,0,30.75,0
9504,7/29/2023 11:15,0,0,31.06,0
9505,7/29/2023 11:30,0,0,31.43,0
9506,7/29/2023 11:45,0,0,31.76,0
9507,7/29/2023 12:00,0,0,31.95,0
9508,7/29/2023 12:15,0,0,32.08,0
9509,7/29/2023 12:30,0,0,32.1,0
9510,7/29/2023 12:45,0,0,31.97,0
9511,7/29/2023 13:00,0,0,32.01,0
9512,7/29/2023 13:15,0,0,31.99,0
9513,7/29/2023 13:30,0,0,32.04,0
9514,7/29/2023 13:45,0,0,32.01,0
9515,7/29/2023 14:00,0,0,32.25,0
9516,7/29/2023 14:15,0,0,32.41,0
9517,7/29/2023 14:30,0,0,32.74,0
9518,7/29/2023 14:45,0,0,33.61,0
9519,7/29/2023 15:00,0,0,34.04,0
9520,7/29/2023 15:15,0,0,34.52,0
9521,7/29/2023 15:30,0,0,34.74,0
9522,7/29/2023 15:45,0,0,34.8,0
9523,7/29/2023 16:00,0,0,34.99,0
9524,7/29/2023 16:15,0,0,34.9,0
9525,7/29/2023 16:30,0,0,35.18,0
9526,7/29/2023 16:45,0,0,35.23,0
9527,7/29/2023 17:00,0,0,34.52,0
9528,7/29/2023 17:15,0,0,34.17,0
9529,7/29/2023 17:30,0,0,34.15,0
9530,7/29/2023 17:45,0,0,34.19,0
9531,7/29/2023 18:00,0,0,33.72,0
9532,7/29/2023 18:15,0,0,33.14,0
9533,7/29/2023 18:30,0,0,32.72,0
9534,7/29/2023 18:45,0,0,32.53,0
9535,7/29/2023 19:00,0,0,32.32,0
9536,7/29/2023 19:15,0,0,31.94,0
9537,7/29/2023 19:30,0,0,31.58,0
9538,7/29/2023 19:45,0,0,31.26,0
9539,7/29/2023 20:00,0,0,30.91,0
9540,7/29/2023 20:15,0,0,30.61,0
9541,7/29/2023 20:30,0,0,30.39,0
9542,7/29/2023 20:45,0,0,30.14,0
9543,7/29/2023 21:00,0,0,29.88,0
9544,7/29/2023 21:15,0,0,29.7,0
9545,7/29/2023 21:30,0,0,29.53,0
9546,7/29/2023 21:45,0,0,29.44,0
9547,7/29/2023 22:00,0,0,29.36,0
9548,7/29/2023 22:15,0,0,29.33,0
9549,7/29/2023 22:30,0,0,29.25,0
9550,7/29/2023 22:45,0,0,29.17,0
9551,7/29/2023 23:00,0,0,29.08,0
9552,7/29/2023 23:15,0,0,28.97,0
9553,7/29/2023 23:30,0,0,28.86,0
9554,7/29/2023 23:45,0,0,28.76,0
9555,7/30/2023 0:00,0,0,28.66,0
9556,7/30/2023 0:15,0,0,28.6,0
9557,7/30/2023 0:30,0,0,28.52,0
9558,7/30/2023 0:45,0,0,28.46,0
9559,7/30/2023 1:00,0,0,28.39,0
9560,7/30/2023 1:15,0,0,28.31,0
9561,7/30/2023 1:30,0,0,28.26,0
9562,7/30/2023 1:45,0,0,28.18,0
9563,7/30/2023 2:00,0,0,28.08,0
9564,7/30/2023 2:15,0,0,27.97,0
9565,7/30/2023 2:30,0,0,27.82,0
9566,7/30/2023 2:45,0,0,27.68,0
9567,7/30/2023 3:00,0,0,27.57,0
9568,7/30/2023 3:15,0,0,27.45,0
9569,7/30/2023 3:30,0,0,27.35,0
9570,7/30/2023 3:45,0,0,27.29,0
9571,7/30/2023 4:00,0,0,27.27,0
9572,7/30/2023 4:15,0,0,27.27,0
9573,7/30/2023 4:30,0,0,27.24,0
9574,7/30/2023 4:45,0,0,27.16,0
9575,7/30/2023 5:00,0,0,27.09,0
9576,7/30/2023 5:15,0,0,27,0
9577,7/30/2023 5:30,0,0,26.94,0
9578,7/30/2023 5:45,0,0,26.87,0
9579,7/30/2023 6:00,0,0,26.82,0
9580,7/30/2023 6:15,0,0,26.79,0
9581,7/30/2023 6:30,0,0,26.77,0
9582,7/30/2023 6:45,0,0,26.78,0
9583,7/30/2023 7:00,0,0,26.84,0
9584,7/30/2023 7:15,0,0,26.92,0
9585,7/30/2023 7:30,0,0,26.95,0
9586,7/30/2023 7:45,0,0,27,0
9587,7/30/2023 8:00,0,0,27.08,0
9588,7/30/2023 8:15,0,0,27.18,0
9589,7/30/2023 8:30,0,0,27.32,0
9590,7/30/2023 8:45,0,0,27.41,0
9591,7/30/2023 9:00,0,0,27.57,0
9592,7/30/2023 9:15,0,0,27.68,0
9593,7/30/2023 9:30,0,0,27.88,0
9594,7/30/2023 9:45,0,0,28.08,0
9595,7/30/2023 10:00,0,0,28.09,0
9596,7/30/2023 10:15,0,0,28.14,0
9597,7/30/2023 10:30,0,0,28.46,0
9598,7/30/2023 10:45,0,0,28.65,0
9599,7/30/2023 11:00,0,0,28.78,0
9600,7/30/2023 11:15,0,0,29.15,0
9601,7/30/2023 11:30,0,0,29.32,0
9602,7/30/2023 11:45,0,0,29.51,0
9603,7/30/2023 12:00,0,0,29.76,0
9604,7/30/2023 12:15,0,0,30.04,0
9605,7/30/2023 12:30,0,0,30.13,0
9606,7/30/2023 12:45,0,0,30.17,0
9607,7/30/2023 13:00,0,0,30.5,0
9608,7/30/2023 13:15,0,0,30.86,0
9609,7/30/2023 13:30,0,0,31.05,0
9610,7/30/2023 13:45,0,0,31.19,0
9611,7/30/2023 14:00,0,0,31.61,0
9612,7/30/2023 14:15,0,0,31.66,0
9613,7/30/2023 14:30,0,0,32.08,0
9614,7/30/2023 14:45,0,0,32.23,0
9615,7/30/2023 15:00,0,0,32.04,0
9616,7/30/2023 15:15,0,0,32.53,0
9617,7/30/2023 15:30,0,0,32.68,0
9618,7/30/2023 15:45,0,0,32.15,0
9619,7/30/2023 16:00,0,0,31.68,0
9620,7/30/2023 16:15,0,0,31.57,0
9621,7/30/2023 16:30,0,0,31.6,0
9622,7/30/2023 16:45,0,0,31.63,0
9623,7/30/2023 17:00,0,0,31.57,0
9624,7/30/2023 17:15,0,0,31.78,0
9625,7/30/2023 17:30,0,0,31.94,0
9626,7/30/2023 17:45,0,0,31.57,0
9627,7/30/2023 18:00,0,0,31.17,0
9628,7/30/2023 18:15,0,0,31.06,0
9629,7/30/2023 18:30,0,0,30.64,0
9630,7/30/2023 18:45,0,0,30.22,0
9631,7/30/2023 19:00,0,0,29.98,0
9632,7/30/2023 19:15,0,0,29.77,0
9633,7/30/2023 19:30,0,0,29.5,0
9634,7/30/2023 19:45,0,0,29.19,0
9635,7/30/2023 20:00,0,0,28.88,0
9636,7/30/2023 20:15,0,0,28.6,0
9637,7/30/2023 20:30,0,0,28.33,0
9638,7/30/2023 20:45,0,0,28.05,0
9639,7/30/2023 21:00,0,0,27.74,0
9640,7/30/2023 21:15,0,0,27.45,0
9641,7/30/2023 21:30,0,0,27.2,0
9642,7/30/2023 21:45,0,0,27.03,0
9643,7/30/2023 22:00,0,0,26.9,0
9644,7/30/2023 22:15,0,0,26.78,0
9645,7/30/2023 22:30,0,0,26.68,0
9646,7/30/2023 22:45,0,0,26.58,0
9647,7/30/2023 23:00,0,0,26.46,0
9648,7/30/2023 23:15,0,0,26.31,0
9649,7/30/2023 23:30,0,0,26.16,0
9650,7/30/2023 23:45,0,0,26.01,0
9651,7/31/2023 0:00,0,0,25.91,0
9652,7/31/2023 0:15,0,0,25.73,0
9653,7/31/2023 0:30,0,0,25.44,0
9654,7/31/2023 0:45,0,0,25.14,0
9655,7/31/2023 1:00,0,0,24.79,0
9656,7/31/2023 1:15,0,0,24.48,0
9657,7/31/2023 1:30,0,0,24.21,0
9658,7/31/2023 1:45,0,0,24,0
9659,7/31/2023 2:00,0,0,23.83,0
9660,7/31/2023 2:15,0,0,23.66,0
9661,7/31/2023 2:30,0,0,23.52,0
9662,7/31/2023 2:45,0,0,23.39,0
9663,7/31/2023 3:00,0,0,23.26,0
9664,7/31/2023 3:15,0,0,23.18,0
9665,7/31/2023 3:30,0,0,23.08,0
9666,7/31/2023 3:45,0,0,22.98,0
9667,7/31/2023 4:00,0,0,22.89,0
9668,7/31/2023 4:15,0,0,22.79,0
9669,7/31/2023 4:30,0,0,22.65,0
9670,7/31/2023 4:45,0,0,22.55,0
9671,7/31/2023 5:00,0,0,22.47,0
9672,7/31/2023 5:15,0,0,22.39,0
9673,7/31/2023 5:30,0,0,22.32,0
9674,7/31/2023 5:45,0,0,22.23,0
9675,7/31/2023 6:00,0,0,22.13,0
9676,7/31/2023 6:15,0,0,22.04,0
9677,7/31/2023 6:30,0,0,21.95,0
9678,7/31/2023 6:45,0,0,21.88,0
9679,7/31/2023 7:00,0,0,21.85,0
9680,7/31/2023 7:15,0,0,21.86,0
9681,7/31/2023 7:30,0,0,21.88,0
9682,7/31/2023 7:45,0,0,21.96,0
9683,7/31/2023 8:00,0,0,22.17,0
9684,7/31/2023 8:15,0,0,22.56,0
9685,7/31/2023 8:30,0,0,23,0
9686,7/31/2023 8:45,0,0,23.45,0
9687,7/31/2023 9:00,0,0,23.89,0
9688,7/31/2023 9:15,0,0,24.27,0
9689,7/31/2023 9:30,0,0,24.74,0
9690,7/31/2023 9:45,0,0,25.21,0
9691,7/31/2023 10:00,0,0,25.7,0
9692,7/31/2023 10:15,0,0,26.24,0
9693,7/31/2023 10:30,0,0,26.52,0
9694,7/31/2023 10:45,0,0,26.68,0
9695,7/31/2023 11:00,0,0,27.06,0
9696,7/31/2023 11:15,0,0,27.27,0
9697,7/31/2023 11:30,0,0,27.45,0
9698,7/31/2023 11:45,0,0,27.57,0
9699,7/31/2023 12:00,0,0,27.83,0
9700,7/31/2023 12:15,0,0,28.04,0
9701,7/31/2023 12:30,0,0,28.44,0
9702,7/31/2023 12:45,0,0,28.68,0
9703,7/31/2023 13:00,0,0,28.85,0
9704,7/31/2023 13:15,0,0,29.18,0
9705,7/31/2023 13:30,0,0,29.44,0
9706,7/31/2023 13:45,0,0,29.76,0
9707,7/31/2023 14:00,0,0,30.32,0
9708,7/31/2023 14:15,0,0,30.84,0
9709,7/31/2023 14:30,0,0,31.43,0
9710,7/31/2023 14:45,0,0,31.74,0
9711,7/31/2023 15:00,0,0,31.6,0
9712,7/31/2023 15:15,0,0,31.13,0
9713,7/31/2023 15:30,0,0,30.74,0
9714,7/31/2023 15:45,0,0,30.72,0
9715,7/31/2023 16:00,0,0,30.59,0
9716,7/31/2023 16:15,0,0,30.54,0
9717,7/31/2023 16:30,0,0,30.6,0
9718,7/31/2023 16:45,0,0,30.82,0
9719,7/31/2023 17:00,0,0,31,0
9720,7/31/2023 17:15,0,0,31,0
9721,7/31/2023 17:30,0,0,31,0
9722,7/31/2023 17:45,0,0,31.07,0
9723,7/31/2023 18:00,0,0,30.84,0
9724,7/31/2023 18:15,0,0,30.38,0
9725,7/31/2023 18:30,0,0,30.07,0
9726,7/31/2023 18:45,0,0,29.86,0
9727,7/31/2023 19:00,0,0,29.65,0
9728,7/31/2023 19:15,0,0,29.5,0
9729,7/31/2023 19:30,0,0,29.35,0
9730,7/31/2023 19:45,0,0,29.1,0
9731,7/31/2023 20:00,0,0,28.73,0
9732,7/31/2023 20:15,0,0,28.34,0
9733,7/31/2023 20:30,0,0,27.94,0
9734,7/31/2023 20:45,0,0,27.65,0
9735,7/31/2023 21:00,0,0,27.37,0
9736,7/31/2023 21:15,0,0,27.21,0
9737,7/31/2023 21:30,0,0,27.13,0
9738,7/31/2023 21:45,0,0,27.09,0
9739,7/31/2023 22:00,0,0,27,0
9740,7/31/2023 22:15,0,0,26.84,0
9741,7/31/2023 22:30,0,0,26.58,0
9742,7/31/2023 22:45,0,0,26.05,0
9743,7/31/2023 23:00,0,0,25.63,0
9744,7/31/2023 23:15,0,0,25.33,0
9745,7/31/2023 23:30,0,0,25.1,0
9746,7/31/2023 23:45,0,0,24.9,0
9747,8/1/2023 0:00,0,0,24.78,0
9748,8/1/2023 0:15,0,0,24.68,0
9749,8/1/2023 0:30,0,0,24.59,0
9750,8/1/2023 0:45,0,0,24.58,0
9751,8/1/2023 1:00,0,0,24.57,0
9752,8/1/2023 1:15,0,0,24.48,0
9753,8/1/2023 1:30,0,0,24.39,0
9754,8/1/2023 1:45,0,0,24.37,0
9755,8/1/2023 2:00,0,0,24.38,0
9756,8/1/2023 2:15,0,0,24.34,0
9757,8/1/2023 2:30,0,0,24.32,0
9758,8/1/2023 2:45,0,0,24.34,0
9759,8/1/2023 3:00,0,0,24.36,0
9760,8/1/2023 3:15,0,0,24.33,0
9761,8/1/2023 3:30,0,0,24.3,0
9762,8/1/2023 3:45,0,0,24.22,0
9763,8/1/2023 4:00,0,0,24.13,0
9764,8/1/2023 4:15,0,0,24.02,0
9765,8/1/2023 4:30,0,0,23.91,0
9766,8/1/2023 4:45,0,0,23.81,0
9767,8/1/2023 5:00,0,0,23.71,0
9768,8/1/2023 5:15,0,0,23.63,0
9769,8/1/2023 5:30,0,0,23.52,0
9770,8/1/2023 5:45,0,0,23.43,0
9771,8/1/2023 6:00,0,0,23.34,0
9772,8/1/2023 6:15,0,0,23.26,0
9773,8/1/2023 6:30,0,0,23.17,0
9774,8/1/2023 6:45,0,0,23.08,0
9775,8/1/2023 7:00,0,0,23.13,0
9776,8/1/2023 7:15,0,0,23.22,0
9777,8/1/2023 7:30,0,0,23.37,0
9778,8/1/2023 7:45,0,0,23.49,0
9779,8/1/2023 8:00,0,0,23.61,0
9780,8/1/2023 8:15,0,0,23.83,0
9781,8/1/2023 8:30,0,0,24.02,0
9782,8/1/2023 8:45,0,0,24.25,0
9783,8/1/2023 9:00,0,0,24.49,0
9784,8/1/2023 9:15,0,0,24.79,0
9785,8/1/2023 9:30,0,0,25.19,0
9786,8/1/2023 9:45,0,0,25.63,0
9787,8/1/2023 10:00,0,0,25.96,0
9788,8/1/2023 10:15,0,0,26.32,0
9789,8/1/2023 10:30,0,0,26.48,0
9790,8/1/2023 10:45,0,0,26.51,0
9791,8/1/2023 11:00,0,0,26.83,0
9792,8/1/2023 11:15,0,0,27.06,0
9793,8/1/2023 11:30,0,0,27.37,0
9794,8/1/2023 11:45,0,0,27.32,0
9795,8/1/2023 12:00,0,0,27.55,0
9796,8/1/2023 12:15,0,0,27.83,0
9797,8/1/2023 12:30,0,0,27.93,0
9798,8/1/2023 12:45,0,0,28.33,0
9799,8/1/2023 13:00,0,0,28.57,0
9800,8/1/2023 13:15,0,0,28.68,0
9801,8/1/2023 13:30,0,0,28.85,0
9802,8/1/2023 13:45,0,0,29.19,0
9803,8/1/2023 14:00,0,0,28.91,0
9804,8/1/2023 14:15,0,0,28.63,0
9805,8/1/2023 14:30,0,0,28.5,0
9806,8/1/2023 14:45,0,0,28.62,0
9807,8/1/2023 15:00,0,0,28.98,0
9808,8/1/2023 15:15,0,0,29.93,0
9809,8/1/2023 15:30,0,0,30.7,0
9810,8/1/2023 15:45,0,0,31.01,0
9811,8/1/2023 16:00,0,0,30.98,0
9812,8/1/2023 16:15,0,0,30.77,0
9813,8/1/2023 16:30,0,0,30.91,0
9814,8/1/2023 16:45,0,0,31.18,0
9815,8/1/2023 17:00,0,0,31.01,0
9816,8/1/2023 17:15,0,0,30.63,0
9817,8/1/2023 17:30,0,0,30.14,0
9818,8/1/2023 17:45,0,0,29.57,0
9819,8/1/2023 18:00,0,0,29.19,0
9820,8/1/2023 18:15,0,0,29.2,0
9821,8/1/2023 18:30,0,0,29.34,0
9822,8/1/2023 18:45,0,0,29.12,0
9823,8/1/2023 19:00,0,0,28.71,0
9824,8/1/2023 19:15,0,0,28.35,0
9825,8/1/2023 19:30,0,0,28.02,0
9826,8/1/2023 19:45,0,0,27.55,0
9827,8/1/2023 20:00,0,0,27.08,0
9828,8/1/2023 20:15,0,0,26.64,0
9829,8/1/2023 20:30,0,0,26.22,0
9830,8/1/2023 20:45,0,0,25.82,0
9831,8/1/2023 21:00,0,0,25.44,0
9832,8/1/2023 21:15,0,0,25.16,0
9833,8/1/2023 21:30,0,0,25.01,0
9834,8/1/2023 21:45,0,0,24.93,0
9835,8/1/2023 22:00,0,0,24.84,0
9836,8/1/2023 22:15,0,0,24.7,0
9837,8/1/2023 22:30,0,0,24.57,0
9838,8/1/2023 22:45,0,0,24.47,0
9839,8/1/2023 23:00,0,0,24.34,0
9840,8/1/2023 23:15,0,0,24.18,0
9841,8/1/2023 23:30,0,0,24.01,0
9842,8/1/2023 23:45,0,0,23.83,0
9843,8/2/2023 0:00,0,0,23.64,0
9844,8/2/2023 0:15,0,0,23.45,0
9845,8/2/2023 0:30,0,0,23.24,0
9846,8/2/2023 0:45,0,0,23.06,0
9847,8/2/2023 1:00,0,0,22.89,0
9848,8/2/2023 1:15,0,0,22.76,0
9849,8/2/2023 1:30,0,0,22.64,0
9850,8/2/2023 1:45,0,0,22.55,0
9851,8/2/2023 2:00,0,0,22.44,0
9852,8/2/2023 2:15,0,0,22.35,0
9853,8/2/2023 2:30,0,0,22.29,0
9854,8/2/2023 2:45,0,0,22.21,0
9855,8/2/2023 3:00,0,0,22.09,0
9856,8/2/2023 3:15,0,0,22,0
9857,8/2/2023 3:30,0,0,21.9,0
9858,8/2/2023 3:45,0,0,21.81,0
9859,8/2/2023 4:00,0,0,21.75,0
9860,8/2/2023 4:15,0,0,21.67,0
9861,8/2/2023 4:30,0,0,21.54,0
9862,8/2/2023 4:45,0,0,21.39,0
9863,8/2/2023 5:00,0,0,21.25,0
9864,8/2/2023 5:15,0,0,21.13,0
9865,8/2/2023 5:30,0,0,21.02,0
9866,8/2/2023 5:45,0,0,20.92,0
9867,8/2/2023 6:00,0,0,20.83,0
9868,8/2/2023 6:15,0,0,20.73,0
9869,8/2/2023 6:30,0,0,20.65,0
9870,8/2/2023 6:45,0,0,20.61,0
9871,8/2/2023 7:00,0,0,20.65,0
9872,8/2/2023 7:15,0,0,20.7,0
9873,8/2/2023 7:30,0,0,20.8,0
9874,8/2/2023 7:45,0,0,20.93,0
9875,8/2/2023 8:00,0,0,21.08,0
9876,8/2/2023 8:15,0,0,21.28,0
9877,8/2/2023 8:30,0,0,21.54,0
9878,8/2/2023 8:45,0,0,21.85,0
9879,8/2/2023 9:00,0,0,22.21,0
9880,8/2/2023 9:15,0,0,22.56,0
9881,8/2/2023 9:30,0,0,22.91,0
9882,8/2/2023 9:45,0,0,23.33,0
9883,8/2/2023 10:00,0,0,23.71,0
9884,8/2/2023 10:15,0,0,24.1,0
9885,8/2/2023 10:30,0,0,24.42,0
9886,8/2/2023 10:45,0,0,24.65,0
9887,8/2/2023 11:00,0,0,24.9,0
9888,8/2/2023 11:15,0,0,25.12,0
9889,8/2/2023 11:30,0,0,25.3,0
9890,8/2/2023 11:45,0,0,25.53,0
9891,8/2/2023 12:00,0,0,25.78,0
9892,8/2/2023 12:15,0,0,26,0
9893,8/2/2023 12:30,0,0,26.2,0
9894,8/2/2023 12:45,0,0,26.43,0
9895,8/2/2023 13:00,0,0,26.67,0
9896,8/2/2023 13:15,0,0,26.85,0
9897,8/2/2023 13:30,0,0,27.06,0
9898,8/2/2023 13:45,0,0,27.31,0
9899,8/2/2023 14:00,0,0,27.66,0
9900,8/2/2023 14:15,0,0,27.98,0
9901,8/2/2023 14:30,0,0,28.35,0
9902,8/2/2023 14:45,0,0,28.73,0
9903,8/2/2023 15:00,0,0,29.12,0
9904,8/2/2023 15:15,0,0,29.13,0
9905,8/2/2023 15:30,0,0,29.27,0
9906,8/2/2023 15:45,0,0,29.34,0
9907,8/2/2023 16:00,0,0,29.43,0
9908,8/2/2023 16:15,0,0,29.36,0
9909,8/2/2023 16:30,0,0,29.3,0
9910,8/2/2023 16:45,0,0,29.36,0
9911,8/2/2023 17:00,0,0,29.13,0
9912,8/2/2023 17:15,0,0,29.1,0
9913,8/2/2023 17:30,0,0,28.96,0
9914,8/2/2023 17:45,0,0,28.8,0
9915,8/2/2023 18:00,0,0,28.51,0
9916,8/2/2023 18:15,0,0,28.2,0
