#,Date ,"Low Range, μS/cm (LGR S/N: 20936906, SEN S/N: 20936906)","Full Range, μS/cm (LGR S/N: 20936906, SEN S/N: 20936906)","Temp, °F (LGR S/N: 20936906, SEN S/N: 20936906)",Specific_Conductance
19004,1/15/2023 7:15,,248.3,61.9,127.6
19005,1/15/2023 7:30,,248.3,61.92,127.6
19006,1/15/2023 7:45,,248.3,61.9,127.6
19007,1/15/2023 8:00,,248.3,61.88,127.6
19008,1/15/2023 8:15,,248.3,61.9,127.6
19009,1/15/2023 8:30,,248.3,61.9,127.6
19010,1/15/2023 8:45,,248.3,61.88,127.6
19011,1/15/2023 9:00,,248.3,61.92,127.6
19012,1/15/2023 9:15,,248.3,61.92,127.6
19013,1/15/2023 9:30,,248.3,61.9,127.6
19014,1/15/2023 9:45,,247.9,61.9,127.4
19015,1/15/2023 10:00,,248.3,61.9,127.6
19016,1/15/2023 10:15,,248.3,61.9,127.6
19017,1/15/2023 10:30,,248.3,61.9,127.6
19018,1/15/2023 10:45,,248.3,61.95,127.5
19019,1/15/2023 11:00,,248.3,61.9,127.6
19020,1/15/2023 11:15,,248.3,61.88,127.6
19021,1/15/2023 11:30,,248.3,61.9,127.6
19022,1/15/2023 11:45,,248.3,61.9,127.6
19023,1/15/2023 12:00,,248.3,61.9,127.6
19024,1/15/2023 12:15,,248.3,61.9,127.6
19025,1/15/2023 12:30,,247.9,61.88,127.4
19026,1/15/2023 12:45,,248.3,61.88,127.6
19027,1/15/2023 13:00,,248.3,61.88,127.6
19028,1/15/2023 13:15,,248.3,61.88,127.6
19029,1/15/2023 13:30,,248.3,61.88,127.6
19030,1/15/2023 13:45,,248.3,61.88,127.6
19031,1/15/2023 14:00,,248.3,61.88,127.6
19032,1/15/2023 14:15,,247.9,61.88,127.4
19033,1/15/2023 14:30,,248.3,61.9,127.6
19034,1/15/2023 14:45,,248.3,61.9,127.6
19035,1/15/2023 15:00,,248.3,61.88,127.6
19036,1/15/2023 15:15,,247.9,61.9,127.4
19037,1/15/2023 15:30,,248.3,61.9,127.6
19038,1/15/2023 15:45,,248.3,61.88,127.6
19039,1/15/2023 16:00,,248.3,61.88,127.6
19040,1/15/2023 16:15,,248.3,61.88,127.6
19041,1/15/2023 16:30,,247.9,61.9,127.4
19042,1/15/2023 16:45,,247.9,61.9,127.4
19043,1/15/2023 17:00,,248.3,61.88,127.6
19044,1/15/2023 17:15,,248.3,61.88,127.6
19045,1/15/2023 17:30,,247.9,61.88,127.4
19046,1/15/2023 17:45,,247.9,61.9,127.4
19047,1/15/2023 18:00,,247.9,61.9,127.4
19048,1/15/2023 18:15,,248.3,61.88,127.6
19049,1/15/2023 18:30,,248.3,61.9,127.6
19050,1/15/2023 18:45,,247.9,61.88,127.4
19051,1/15/2023 19:00,,248.3,61.9,127.6
19052,1/15/2023 19:15,,247.9,61.88,127.4
19053,1/15/2023 19:30,,248.7,61.9,127.8
19054,1/15/2023 19:45,,248.3,61.9,127.6
19055,1/15/2023 20:00,,248.3,61.92,127.6
19056,1/15/2023 20:15,,248.7,61.92,127.8
19057,1/15/2023 20:30,,248.3,61.92,127.6
19058,1/15/2023 20:45,,248.3,61.9,127.6
19059,1/15/2023 21:00,,248.3,61.92,127.6
19060,1/15/2023 21:15,,248.3,61.9,127.6
19061,1/15/2023 21:30,,248.3,61.92,127.6
19062,1/15/2023 21:45,,248.3,61.9,127.6
19063,1/15/2023 22:00,,248.3,61.9,127.6
19064,1/15/2023 22:15,,247.9,61.9,127.4
19065,1/15/2023 22:30,,248.3,61.92,127.6
19066,1/15/2023 22:45,,248.3,61.9,127.6
19067,1/15/2023 23:00,,248.3,61.9,127.6
19068,1/15/2023 23:15,,248.3,61.92,127.6
19069,1/15/2023 23:30,,248.3,61.92,127.6
19070,1/15/2023 23:45,,248.3,61.9,127.6
19071,1/16/2023 0:00,,248.3,61.9,127.6
19072,1/16/2023 0:15,,248.3,61.9,127.6
19073,1/16/2023 0:30,,247.9,61.9,127.4
19074,1/16/2023 0:45,,248.3,61.9,127.6
19075,1/16/2023 1:00,,248.3,61.9,127.6
19076,1/16/2023 1:15,,247.9,61.9,127.4
19077,1/16/2023 1:30,,247.9,61.9,127.4
19078,1/16/2023 1:45,,248.3,61.9,127.6
19079,1/16/2023 2:00,,248.3,61.9,127.6
19080,1/16/2023 2:15,,248.3,61.88,127.6
19081,1/16/2023 2:30,,247.9,61.9,127.4
19082,1/16/2023 2:45,,247.9,61.88,127.4
19083,1/16/2023 3:00,,247.9,61.88,127.4
19084,1/16/2023 3:15,,247.9,61.9,127.4
19085,1/16/2023 3:30,,248.3,61.9,127.6
19086,1/16/2023 3:45,,248.3,61.9,127.6
19087,1/16/2023 4:00,,247.9,61.9,127.4
19088,1/16/2023 4:15,,248.3,61.9,127.6
19089,1/16/2023 4:30,,247.9,61.88,127.4
19090,1/16/2023 4:45,,247.9,61.88,127.4
19091,1/16/2023 5:00,,247.9,61.88,127.4
19092,1/16/2023 5:15,,247.9,61.88,127.4
19093,1/16/2023 5:30,,247.9,61.88,127.4
19094,1/16/2023 5:45,,247.9,61.88,127.4
19095,1/16/2023 6:00,,248.3,61.88,127.6
19096,1/16/2023 6:15,,248.3,61.88,127.6
19097,1/16/2023 6:30,,248.3,61.88,127.6
19098,1/16/2023 6:45,,247.9,61.88,127.4
19099,1/16/2023 7:00,,248.3,61.88,127.6
19100,1/16/2023 7:15,,247.9,61.88,127.4
19101,1/16/2023 7:30,,247.9,61.9,127.4
19102,1/16/2023 7:45,,247.9,61.86,127.5
19103,1/16/2023 8:00,,247.9,61.88,127.4
19104,1/16/2023 8:15,,247.9,61.9,127.4
19105,1/16/2023 8:30,,248.3,61.9,127.6
19106,1/16/2023 8:45,,247.9,61.9,127.4
19107,1/16/2023 9:00,,247.9,61.88,127.4
19108,1/16/2023 9:15,,247.9,61.88,127.4
19109,1/16/2023 9:30,,248.3,61.88,127.6
19110,1/16/2023 9:45,,247.9,61.9,127.4
19111,1/16/2023 10:00,,247.9,61.88,127.4
19112,1/16/2023 10:15,,247.9,61.88,127.4
19113,1/16/2023 10:30,,247.9,61.9,127.4
19114,1/16/2023 10:45,,247.9,61.9,127.4
19115,1/16/2023 11:00,,247.9,61.88,127.4
19116,1/16/2023 11:15,,247.9,61.88,127.4
19117,1/16/2023 11:30,,247.9,61.9,127.4
19118,1/16/2023 11:45,,247.9,61.88,127.4
19119,1/16/2023 12:00,,248.3,61.88,127.6
19120,1/16/2023 12:15,,247.9,61.88,127.4
19121,1/16/2023 12:30,,247.9,61.88,127.4
19122,1/16/2023 12:45,,247.9,61.88,127.4
19123,1/16/2023 13:00,,248.3,61.88,127.6
19124,1/16/2023 13:15,,247.9,61.86,127.5
19125,1/16/2023 13:30,,247.9,61.88,127.4
19126,1/16/2023 13:45,,247.9,61.88,127.4
19127,1/16/2023 14:00,,247.9,61.88,127.4
19128,1/16/2023 14:15,,248.3,61.88,127.6
19129,1/16/2023 14:30,,247.9,61.88,127.4
19130,1/16/2023 14:45,,247.9,61.86,127.5
19131,1/16/2023 15:00,,247.9,61.88,127.4
19132,1/16/2023 15:15,,247.9,61.88,127.4
19133,1/16/2023 15:30,,247.9,61.88,127.4
19134,1/16/2023 15:45,,247.9,61.88,127.4
19135,1/16/2023 16:00,,247.6,61.86,127.3
19136,1/16/2023 16:15,,247.9,61.88,127.4
19137,1/16/2023 16:30,,247.9,61.88,127.4
19138,1/16/2023 16:45,,247.9,61.86,127.5
19139,1/16/2023 17:00,,247.9,61.86,127.5
19140,1/16/2023 17:15,,247.9,61.86,127.5
19141,1/16/2023 17:30,,247.9,61.88,127.4
19142,1/16/2023 17:45,,247.9,61.86,127.5
19143,1/16/2023 18:00,,248.3,61.86,127.7
19144,1/16/2023 18:15,,248.3,61.86,127.7
19145,1/16/2023 18:30,,247.9,61.86,127.5
19146,1/16/2023 18:45,,247.9,61.86,127.5
19147,1/16/2023 19:00,,247.9,61.86,127.5
19148,1/16/2023 19:15,,248,61.84,127.6
19149,1/16/2023 19:30,,247.9,61.86,127.5
19150,1/16/2023 19:45,,247.9,61.86,127.5
19151,1/16/2023 20:00,,247.9,61.86,127.5
19152,1/16/2023 20:15,,247.6,61.86,127.3
19153,1/16/2023 20:30,,247.9,61.86,127.5
19154,1/16/2023 20:45,,247.9,61.86,127.5
19155,1/16/2023 21:00,,247.9,61.86,127.5
19156,1/16/2023 21:15,,247.9,61.88,127.4
19157,1/16/2023 21:30,,247.6,61.84,127.3
19158,1/16/2023 21:45,,248,61.84,127.6
19159,1/16/2023 22:00,,248,61.84,127.6
19160,1/16/2023 22:15,,247.9,61.88,127.4
19161,1/16/2023 22:30,,248,61.84,127.6
19162,1/16/2023 22:45,,247.9,61.86,127.5
19163,1/16/2023 23:00,,247.9,61.86,127.5
19164,1/16/2023 23:15,,248,61.84,127.6
19165,1/16/2023 23:30,,247.6,61.84,127.3
19166,1/16/2023 23:45,,248,61.84,127.6
19167,1/17/2023 0:00,,247.9,61.86,127.5
19168,1/17/2023 0:15,,247.6,61.86,127.3
19169,1/17/2023 0:30,,247.9,61.86,127.5
19170,1/17/2023 0:45,,248,61.84,127.6
19171,1/17/2023 1:00,,247.9,61.86,127.5
19172,1/17/2023 1:15,,247.6,61.84,127.3
19173,1/17/2023 1:30,,248,61.84,127.6
19174,1/17/2023 1:45,,248,61.84,127.6
19175,1/17/2023 2:00,,247.9,61.86,127.5
19176,1/17/2023 2:15,,248,61.84,127.6
19177,1/17/2023 2:30,,247.6,61.84,127.3
19178,1/17/2023 2:45,,247.9,61.86,127.5
19179,1/17/2023 3:00,,248,61.84,127.6
19180,1/17/2023 3:15,,248,61.84,127.6
19181,1/17/2023 3:30,,248,61.84,127.6
19182,1/17/2023 3:45,,247.9,61.86,127.5
19183,1/17/2023 4:00,,247.6,61.84,127.3
19184,1/17/2023 4:15,,247.9,61.86,127.5
19185,1/17/2023 4:30,,248,61.84,127.6
19186,1/17/2023 4:45,,248.3,61.86,127.7
19187,1/17/2023 5:00,,248,61.84,127.6
19188,1/17/2023 5:15,,248,61.84,127.6
19189,1/17/2023 5:30,,248,61.84,127.6
19190,1/17/2023 5:45,,256.7,61.84,132
19191,1/17/2023 6:00,,248,61.84,127.6
19192,1/17/2023 6:15,,248,61.79,127.6
19193,1/17/2023 6:30,,247.6,61.81,127.4
19194,1/17/2023 6:45,,248,61.84,127.6
19195,1/17/2023 7:00,,247.6,61.81,127.4
19196,1/17/2023 7:15,,248,61.84,127.6
19197,1/17/2023 7:30,,247.6,61.79,127.4
19198,1/17/2023 7:45,,247.6,61.81,127.4
19199,1/17/2023 8:00,,248,61.81,127.6
19200,1/17/2023 8:15,,248,61.84,127.6
19201,1/17/2023 8:30,,247.6,61.81,127.4
19202,1/17/2023 8:45,,248,61.81,127.6
19203,1/17/2023 9:00,,247.6,61.79,127.4
19204,1/17/2023 9:15,,247.6,61.81,127.4
19205,1/17/2023 9:30,,247.6,61.79,127.4
19206,1/17/2023 9:45,,247.6,61.81,127.4
19207,1/17/2023 10:00,,248,61.81,127.6
19208,1/17/2023 10:15,,247.6,61.81,127.4
19209,1/17/2023 10:30,,247.6,61.81,127.4
19210,1/17/2023 10:45,,247.6,61.79,127.4
19211,1/17/2023 11:00,,247.6,61.79,127.4
19212,1/17/2023 11:15,,247.6,61.79,127.4
19213,1/17/2023 11:30,,247.6,61.79,127.4
19214,1/17/2023 11:45,,247.6,61.79,127.4
19215,1/17/2023 12:00,,247.2,61.81,127.2
19216,1/17/2023 12:15,,247.2,61.79,127.2
19217,1/17/2023 12:30,,247.6,61.79,127.4
19218,1/17/2023 12:45,,247.6,61.79,127.4
19219,1/17/2023 13:00,,247.6,61.79,127.4
19220,1/17/2023 13:15,,247.6,61.77,127.5
19221,1/17/2023 13:30,,247.6,61.79,127.4
19222,1/17/2023 13:45,,247.6,61.79,127.4
19223,1/17/2023 14:00,,247.6,61.77,127.5
19224,1/17/2023 14:15,,247.6,61.79,127.4
19225,1/17/2023 14:30,,247.6,61.79,127.4
19226,1/17/2023 14:45,,247.6,61.81,127.4
19227,1/17/2023 15:00,,247.2,61.77,127.3
19228,1/17/2023 15:15,,247.2,61.79,127.2
19229,1/17/2023 15:30,,247.2,61.77,127.3
19230,1/17/2023 15:45,,247.2,61.77,127.3
19231,1/17/2023 16:00,,247.2,61.77,127.3
19232,1/17/2023 16:15,,247.6,61.79,127.4
19233,1/17/2023 16:30,,247.6,61.79,127.4
19234,1/17/2023 16:45,,247.2,61.79,127.2
19235,1/17/2023 17:00,,247.2,61.77,127.3
19236,1/17/2023 17:15,,247.6,61.77,127.5
19237,1/17/2023 17:30,,247.6,61.79,127.4
19238,1/17/2023 17:45,,247.6,61.75,127.5
19239,1/17/2023 18:00,,247.2,61.77,127.3
19240,1/17/2023 18:15,,247.6,61.77,127.5
19241,1/17/2023 18:30,,247.2,61.77,127.3
19242,1/17/2023 18:45,,247.2,61.77,127.3
19243,1/17/2023 19:00,,247.2,61.77,127.3
19244,1/17/2023 19:15,,247.2,61.74,127.3
19245,1/17/2023 19:30,,248,61.75,127.7
19246,1/17/2023 19:45,,247.2,61.75,127.3
19247,1/17/2023 20:00,,247.6,61.75,127.5
19248,1/17/2023 20:15,,247.2,61.74,127.3
19249,1/17/2023 20:30,,247.2,61.7,127.4
19250,1/17/2023 20:45,,247.6,61.7,127.6
19251,1/17/2023 21:00,,247.2,61.74,127.3
19252,1/17/2023 21:15,,247.2,61.74,127.3
19253,1/17/2023 21:30,,247.2,61.75,127.3
19254,1/17/2023 21:45,,247.2,61.74,127.3
19255,1/17/2023 22:00,,247.2,61.75,127.3
19256,1/17/2023 22:15,,247.2,61.75,127.3
19257,1/17/2023 22:30,,247.2,61.75,127.3
19258,1/17/2023 22:45,,247.2,61.74,127.3
19259,1/17/2023 23:00,,247.2,61.74,127.3
19260,1/17/2023 23:15,,247.2,61.7,127.4
19261,1/17/2023 23:30,,247.2,61.75,127.3
19262,1/17/2023 23:45,,247.2,61.68,127.4
19263,1/18/2023 0:00,,247.2,61.7,127.4
19264,1/18/2023 0:15,,247.2,61.75,127.3
19265,1/18/2023 0:30,,247.2,61.74,127.3
19266,1/18/2023 0:45,,247.2,61.74,127.3
19267,1/18/2023 1:00,,247.2,61.74,127.3
19268,1/18/2023 1:15,,247.2,61.75,127.3
19269,1/18/2023 1:30,,247.2,61.74,127.3
19270,1/18/2023 1:45,,247.6,61.7,127.6
19271,1/18/2023 2:00,,247.2,61.74,127.3
19272,1/18/2023 2:15,,247.2,61.74,127.3
19273,1/18/2023 2:30,,246.8,61.68,127.2
19274,1/18/2023 2:45,,247.2,61.74,127.3
19275,1/18/2023 3:00,,247.2,61.74,127.3
19276,1/18/2023 3:15,,247.2,61.74,127.3
19277,1/18/2023 3:30,,247.2,61.74,127.3
19278,1/18/2023 3:45,,246.8,61.74,127.1
19279,1/18/2023 4:00,,247.2,61.7,127.4
19280,1/18/2023 4:15,,247.2,61.7,127.4
19281,1/18/2023 4:30,,246.8,61.7,127.2
19282,1/18/2023 4:45,,247.2,61.74,127.3
19283,1/18/2023 5:00,,247.2,61.74,127.3
19284,1/18/2023 5:15,,247.2,61.7,127.4
19285,1/18/2023 5:30,,247.2,61.7,127.4
19286,1/18/2023 5:45,,247.2,61.7,127.4
19287,1/18/2023 6:00,,247.2,61.7,127.4
19288,1/18/2023 6:15,,247.2,61.74,127.3
19289,1/18/2023 6:30,,247.2,61.7,127.4
19290,1/18/2023 6:45,,246.8,61.7,127.2
19291,1/18/2023 7:00,,247.2,61.7,127.4
19292,1/18/2023 7:15,,247.2,61.7,127.4
19293,1/18/2023 7:30,,246.8,61.68,127.2
19294,1/18/2023 7:45,,247.2,61.7,127.4
19295,1/18/2023 8:00,,247.2,61.7,127.4
19296,1/18/2023 8:15,,247.6,61.7,127.6
19297,1/18/2023 8:30,,246.8,61.68,127.2
19298,1/18/2023 8:45,,247.2,61.68,127.4
19299,1/18/2023 9:00,,247.2,61.68,127.4
19300,1/18/2023 9:15,,247.2,61.68,127.4
19301,1/18/2023 9:30,,247.2,61.7,127.4
19302,1/18/2023 9:45,,247.2,61.68,127.4
19303,1/18/2023 10:00,,247.2,61.68,127.4
19304,1/18/2023 10:15,,247.2,61.68,127.4
19305,1/18/2023 10:30,,247.2,61.68,127.4
19306,1/18/2023 10:45,,247.2,61.68,127.4
19307,1/18/2023 11:00,,246.8,61.68,127.2
19308,1/18/2023 11:15,,246.8,61.68,127.2
19309,1/18/2023 11:30,,247.2,61.68,127.4
19310,1/18/2023 11:45,,247.2,61.68,127.4
19311,1/18/2023 12:00,,247.2,61.68,127.4
19312,1/18/2023 12:15,,246.8,61.66,127.2
19313,1/18/2023 12:30,,246.8,61.68,127.2
19314,1/18/2023 12:45,,246.8,61.66,127.2
19315,1/18/2023 13:00,,246.8,61.68,127.2
19316,1/18/2023 13:15,,246.8,61.66,127.2
19317,1/18/2023 13:30,,247.2,61.66,127.4
19318,1/18/2023 13:45,,247.2,61.66,127.4
19319,1/18/2023 14:00,,247.2,61.66,127.4
19320,1/18/2023 14:15,,247.2,61.66,127.4
19321,1/18/2023 14:30,,247.2,61.66,127.4
19322,1/18/2023 14:45,,247.2,61.66,127.4
19323,1/18/2023 15:00,,246.8,61.65,127.3
19324,1/18/2023 15:15,,247.2,61.66,127.4
19325,1/18/2023 15:30,,247.2,61.65,127.5
19326,1/18/2023 15:45,,247.2,61.65,127.5
19327,1/18/2023 16:00,,247.2,61.65,127.5
19328,1/18/2023 16:15,,249.2,61.66,128.5
19329,1/18/2023 16:30,,246.8,61.65,127.3
19330,1/18/2023 16:45,,246.8,61.65,127.3
19331,1/18/2023 17:00,,246.8,61.65,127.3
19332,1/18/2023 17:15,,246.8,61.65,127.3
19333,1/18/2023 17:30,,246.8,61.65,127.3
19334,1/18/2023 17:45,,246.8,61.66,127.2
19335,1/18/2023 18:00,,246.8,61.63,127.3
19336,1/18/2023 18:15,,246.8,61.65,127.3
19337,1/18/2023 18:30,,246.8,61.63,127.3
19338,1/18/2023 18:45,,246.8,61.63,127.3
19339,1/18/2023 19:00,,247.2,61.65,127.5
19340,1/18/2023 19:15,,246.8,61.63,127.3
19341,1/18/2023 19:30,,246.8,61.65,127.3
19342,1/18/2023 19:45,,246.8,61.65,127.3
19343,1/18/2023 20:00,,246.8,61.63,127.3
19344,1/18/2023 20:15,,246.8,61.63,127.3
19345,1/18/2023 20:30,,246.8,61.63,127.3
19346,1/18/2023 20:45,,246.8,61.63,127.3
19347,1/18/2023 21:00,,246.8,61.63,127.3
19348,1/18/2023 21:15,,247.2,61.63,127.5
19349,1/18/2023 21:30,,246.8,61.59,127.4
19350,1/18/2023 21:45,,246.4,61.59,127.2
19351,1/18/2023 22:00,,246.8,61.63,127.3
19352,1/18/2023 22:15,,246.8,61.59,127.4
19353,1/18/2023 22:30,,246.8,61.59,127.4
19354,1/18/2023 22:45,,246.8,61.59,127.4
19355,1/18/2023 23:00,,246.4,61.59,127.2
19356,1/18/2023 23:15,,246.8,61.59,127.4
19357,1/18/2023 23:30,,246.8,61.59,127.4
19358,1/18/2023 23:45,,246.8,61.59,127.4
19359,1/19/2023 0:00,,246.8,61.59,127.4
19360,1/19/2023 0:15,,246.8,61.59,127.4
19361,1/19/2023 0:30,,246.8,61.57,127.4
19362,1/19/2023 0:45,,246.8,61.59,127.4
19363,1/19/2023 1:00,,249.6,61.57,128.8
19364,1/19/2023 1:15,,248,61.59,128
19365,1/19/2023 1:30,,246.8,61.57,127.4
19366,1/19/2023 1:45,,246.4,61.57,127.2
19367,1/19/2023 2:00,,246.8,61.57,127.4
19368,1/19/2023 2:15,,246.8,61.57,127.4
19369,1/19/2023 2:30,,246.8,61.57,127.4
19370,1/19/2023 2:45,,246.8,61.57,127.4
19371,1/19/2023 3:00,,246.8,61.57,127.4
19372,1/19/2023 3:15,,246.8,61.57,127.4
19373,1/19/2023 3:30,,246.8,61.56,127.4
19374,1/19/2023 3:45,,246.8,61.56,127.4
19375,1/19/2023 4:00,,246.4,61.56,127.2
19376,1/19/2023 4:15,,246.8,61.56,127.4
19377,1/19/2023 4:30,,246.4,61.56,127.2
19378,1/19/2023 4:45,,246.8,61.57,127.4
19379,1/19/2023 5:00,,246.8,61.56,127.4
19380,1/19/2023 5:15,,246.8,61.57,127.4
19381,1/19/2023 5:30,,246.4,61.56,127.2
19382,1/19/2023 5:45,,246.4,61.57,127.2
19383,1/19/2023 6:00,,246.4,61.56,127.2
19384,1/19/2023 6:15,,246.4,61.56,127.2
19385,1/19/2023 6:30,,246.8,61.57,127.4
19386,1/19/2023 6:45,,246.8,61.57,127.4
19387,1/19/2023 7:00,,246.8,61.56,127.4
19388,1/19/2023 7:15,,246.4,61.56,127.2
19389,1/19/2023 7:30,,246.4,61.54,127.2
19390,1/19/2023 7:45,,246.4,61.56,127.2
19391,1/19/2023 8:00,,246.8,61.56,127.4
19392,1/19/2023 8:15,,246.4,61.56,127.2
19393,1/19/2023 8:30,,246.4,61.54,127.2
19394,1/19/2023 8:45,,246.4,61.56,127.2
19395,1/19/2023 9:00,,246.8,61.56,127.4
19396,1/19/2023 9:15,,246.8,61.56,127.4
19397,1/19/2023 9:30,,246.4,61.54,127.2
19398,1/19/2023 9:45,,246.4,61.56,127.2
19399,1/19/2023 10:00,,246.4,61.54,127.2
19400,1/19/2023 10:15,,246.8,61.56,127.4
19401,1/19/2023 10:30,,246.4,61.56,127.2
19402,1/19/2023 10:45,,246.8,61.56,127.4
19403,1/19/2023 11:00,,246.4,61.54,127.2
19404,1/19/2023 11:15,,246.8,61.56,127.4
19405,1/19/2023 11:30,,246.4,61.56,127.2
19406,1/19/2023 11:45,,246.4,61.54,127.2
19407,1/19/2023 12:00,,246.4,61.54,127.2
19408,1/19/2023 12:15,,246.4,61.56,127.2
19409,1/19/2023 12:30,,246.4,61.54,127.2
19410,1/19/2023 12:45,,246.4,61.54,127.2
19411,1/19/2023 13:00,,246.4,61.54,127.2
19412,1/19/2023 13:15,,246.4,61.54,127.2
19413,1/19/2023 13:30,,246.4,61.54,127.2
19414,1/19/2023 13:45,,246.4,61.54,127.2
19415,1/19/2023 14:00,,246.4,61.52,127.3
19416,1/19/2023 14:15,,246.4,61.54,127.2
19417,1/19/2023 14:30,,246.4,61.54,127.2
19418,1/19/2023 14:45,,246.4,61.52,127.3
19419,1/19/2023 15:00,,246.4,61.52,127.3
19420,1/19/2023 15:15,,246.4,61.52,127.3
19421,1/19/2023 15:30,,246.4,61.54,127.2
19422,1/19/2023 15:45,,246.8,61.52,127.5
19423,1/19/2023 16:00,,246.4,61.52,127.3
19424,1/19/2023 16:15,,246.4,61.52,127.3
19425,1/19/2023 16:30,,246.4,61.54,127.2
19426,1/19/2023 16:45,,246.4,61.52,127.3
19427,1/19/2023 17:00,,246.4,61.54,127.2
19428,1/19/2023 17:15,,246.8,61.52,127.5
19429,1/19/2023 17:30,,246.4,61.52,127.3
19430,1/19/2023 17:45,,246.4,61.52,127.3
19431,1/19/2023 18:00,,246.4,61.52,127.3
19432,1/19/2023 18:15,,246.4,61.54,127.2
19433,1/19/2023 18:30,,246,61.52,127.1
19434,1/19/2023 18:45,,246.4,61.48,127.3
19435,1/19/2023 19:00,,246.4,61.48,127.3
19436,1/19/2023 19:15,,246.4,61.48,127.3
19437,1/19/2023 19:30,,246.4,61.48,127.3
19438,1/19/2023 19:45,,246.4,61.48,127.3
19439,1/19/2023 20:00,,246,61.48,127.1
19440,1/19/2023 20:15,,246.4,61.47,127.4
19441,1/19/2023 20:30,,246.4,61.47,127.4
19442,1/19/2023 20:45,,246.4,61.48,127.3
19443,1/19/2023 21:00,,246.4,61.48,127.3
19444,1/19/2023 21:15,,246.4,61.47,127.4
19445,1/19/2023 21:30,,246.4,61.48,127.3
19446,1/19/2023 21:45,,246.4,61.47,127.4
19447,1/19/2023 22:00,,246.4,61.47,127.4
19448,1/19/2023 22:15,,246.4,61.48,127.3
19449,1/19/2023 22:30,,246.4,61.48,127.3
19450,1/19/2023 22:45,,246.4,61.48,127.3
19451,1/19/2023 23:00,,246,61.47,127.2
19452,1/19/2023 23:15,,246.4,61.48,127.3
19453,1/19/2023 23:30,,246.4,61.47,127.4
19454,1/19/2023 23:45,,246.4,61.47,127.4
19455,1/20/2023 0:00,,246.4,61.47,127.4
19456,1/20/2023 0:15,,246,61.48,127.1
19457,1/20/2023 0:30,,246,61.47,127.2
19458,1/20/2023 0:45,,246,61.47,127.2
19459,1/20/2023 1:00,,246.4,61.48,127.3
19460,1/20/2023 1:15,,246.4,61.48,127.3
19461,1/20/2023 1:30,,246.4,61.48,127.3
19462,1/20/2023 1:45,,246,61.48,127.1
19463,1/20/2023 2:00,,246,61.47,127.2
19464,1/20/2023 2:15,,246,61.47,127.2
19465,1/20/2023 2:30,,246,61.48,127.1
19466,1/20/2023 2:45,,246,61.47,127.2
19467,1/20/2023 3:00,,245.6,61.47,127
19468,1/20/2023 3:15,,245.6,61.45,127
19469,1/20/2023 3:30,,246,61.47,127.2
19470,1/20/2023 3:45,,246,61.47,127.2
19471,1/20/2023 4:00,,246,61.47,127.2
19472,1/20/2023 4:15,,246,61.47,127.2
19473,1/20/2023 4:30,,245.6,61.47,127
19474,1/20/2023 4:45,,245.6,61.47,127
19475,1/20/2023 5:00,,246,61.45,127.2
19476,1/20/2023 5:15,,246,61.45,127.2
19477,1/20/2023 5:30,,246,61.47,127.2
19478,1/20/2023 5:45,,246,61.47,127.2
19479,1/20/2023 6:00,,245.6,61.47,127
19480,1/20/2023 6:15,,246,61.47,127.2
19481,1/20/2023 6:30,,246,61.45,127.2
19482,1/20/2023 6:45,,246,61.47,127.2
19483,1/20/2023 7:00,,246,61.45,127.2
19484,1/20/2023 7:15,,245.6,61.45,127
19485,1/20/2023 7:30,,246,61.45,127.2
19486,1/20/2023 7:45,,246,61.45,127.2
19487,1/20/2023 8:00,,245.6,61.45,127
19488,1/20/2023 8:15,,246,61.45,127.2
19489,1/20/2023 8:30,,245.6,61.47,127
19490,1/20/2023 8:45,,246,61.47,127.2
19491,1/20/2023 9:00,,245.6,61.45,127
19492,1/20/2023 9:15,,245.6,61.47,127
19493,1/20/2023 9:30,,246,61.43,127.2
19494,1/20/2023 9:45,,246,61.45,127.2
19495,1/20/2023 10:00,,246,61.43,127.2
19496,1/20/2023 10:15,,246,61.43,127.2
19497,1/20/2023 10:30,,246,61.43,127.2
19498,1/20/2023 10:45,,246,61.45,127.2
19499,1/20/2023 11:00,,246,61.45,127.2
19500,1/20/2023 11:15,,246,61.45,127.2
19501,1/20/2023 11:30,,246,61.45,127.2
19502,1/20/2023 11:45,,245.6,61.43,127
19503,1/20/2023 12:00,,246,61.43,127.2
19504,1/20/2023 12:15,,246,61.43,127.2
19505,1/20/2023 12:30,,245.6,61.43,127
19506,1/20/2023 12:45,,245.6,61.43,127
19507,1/20/2023 13:00,,246,61.45,127.2
19508,1/20/2023 13:15,,246,61.45,127.2
19509,1/20/2023 13:30,,246,61.45,127.2
19510,1/20/2023 13:45,,246,61.45,127.2
19511,1/20/2023 14:00,,246,61.45,127.2
19512,1/20/2023 14:15,,245.6,61.45,127
19513,1/20/2023 14:30,,245.6,61.45,127
19514,1/20/2023 14:45,,245.6,61.45,127
19515,1/20/2023 15:00,,245.6,61.43,127
19516,1/20/2023 15:15,,245.6,61.45,127
19517,1/20/2023 15:30,,246,61.43,127.2
19518,1/20/2023 15:45,,246,61.45,127.2
19519,1/20/2023 16:00,,245.6,61.45,127
19520,1/20/2023 16:15,,246,61.45,127.2
19521,1/20/2023 16:30,,245.6,61.45,127
19522,1/20/2023 16:45,,245.6,61.45,127
19523,1/20/2023 17:00,,245.6,61.45,127
19524,1/20/2023 17:15,,246,61.45,127.2
